sample_old	sample_id
TCGA-AC-A3TM-01A-11D-A227-01	TCGA-AC-A3TM
TCGA-BH-A0H6-01A-21D-A059-01	TCGA-BH-A0H6
TCGA-BH-A0BC-01A-22D-A087-01	TCGA-BH-A0BC
TCGA-BH-A201-01A-11D-A14J-01	TCGA-BH-A201
TCGA-AR-A0TW-01A-11D-A087-01	TCGA-AR-A0TW
TCGA-BH-A0AZ-01A-21D-A12N-01	TCGA-BH-A0AZ
TCGA-EW-A1OZ-01A-11D-A141-01	TCGA-EW-A1OZ
TCGA-BH-A0B3-01A-11D-A059-01	TCGA-BH-A0B3
TCGA-LD-A7W6-01A-81D-A350-01	TCGA-LD-A7W6
TCGA-A2-A0T1-01A-21D-A087-01	TCGA-A2-A0T1
TCGA-EW-A2FR-01A-11D-A21P-01	TCGA-EW-A2FR
TCGA-D8-A1XZ-01A-11D-A14J-01	TCGA-D8-A1XZ
TCGA-BH-A1F8-01A-11D-A13J-01	TCGA-BH-A1F8
TCGA-LL-A7SZ-01A-32D-A350-01	TCGA-LL-A7SZ
TCGA-BH-A0E0-01A-11D-A059-01	TCGA-BH-A0E0
TCGA-AR-A2LH-01A-31D-A18N-01	TCGA-AR-A2LH
TCGA-E9-A22E-01A-11D-A160-01	TCGA-E9-A22E
TCGA-AR-A0TV-01A-21D-A087-01	TCGA-AR-A0TV
TCGA-BH-A0DH-01A-11D-A087-01	TCGA-BH-A0DH
TCGA-AC-A23C-01A-12D-A166-01	TCGA-AC-A23C
TCGA-E2-A1L7-01A-11D-A141-01	TCGA-E2-A1L7
TCGA-A2-A0YJ-01A-11D-A107-01	TCGA-A2-A0YJ
TCGA-D8-A1XC-01A-11D-A14F-01	TCGA-D8-A1XC
TCGA-A2-A4RY-01A-31D-A25N-01	TCGA-A2-A4RY
TCGA-AO-A1KO-01A-31D-A13J-01	TCGA-AO-A1KO
TCGA-E9-A1N5-01A-11D-A14F-01	TCGA-E9-A1N5
TCGA-D8-A1XR-01A-11D-A14J-01	TCGA-D8-A1XR
TCGA-A7-A4SE-01A-11D-A25N-01	TCGA-A7-A4SE
TCGA-BH-A42V-01A-11D-A242-01	TCGA-BH-A42V
TCGA-AC-A2FO-01A-11D-A17U-01	TCGA-AC-A2FO
TCGA-W8-A86G-01A-21D-A36I-01	TCGA-W8-A86G
TCGA-AO-A0JJ-01A-11D-A059-01	TCGA-AO-A0JJ
TCGA-E9-A1NF-01A-11D-A14F-01	TCGA-E9-A1NF
TCGA-AC-A3W6-01A-12D-A227-01	TCGA-AC-A3W6
TCGA-S3-AA15-01A-11D-A41E-01	TCGA-S3-AA15
TCGA-WT-AB41-01A-11D-A41E-01	TCGA-WT-AB41
TCGA-D8-A3Z5-01A-41D-A242-01	TCGA-D8-A3Z5
TCGA-OL-A97C-01A-32D-A41E-01	TCGA-OL-A97C
TCGA-E9-A1R7-01A-11D-A14J-01	TCGA-E9-A1R7
TCGA-A7-A5ZW-01A-12D-A29M-01	TCGA-A7-A5ZW
TCGA-BH-A1EN-01A-11D-A13J-01	TCGA-BH-A1EN
TCGA-EW-A1P1-01A-31D-A14F-01	TCGA-EW-A1P1
TCGA-B6-A0RS-01A-11D-A087-01	TCGA-B6-A0RS
TCGA-D8-A1XM-01A-21D-A14J-01	TCGA-D8-A1XM
TCGA-BH-A0DG-01A-21D-A12N-01	TCGA-BH-A0DG
TCGA-D8-A1JJ-01A-31D-A14J-01	TCGA-D8-A1JJ
TCGA-A2-A0YF-01A-21D-A107-01	TCGA-A2-A0YF
TCGA-D8-A1XK-01A-21D-A14J-01	TCGA-D8-A1XK
TCGA-AC-A3QP-01A-11D-A22W-01	TCGA-AC-A3QP
TCGA-BH-A1FL-01A-11D-A13J-01	TCGA-BH-A1FL
TCGA-B6-A0WT-01A-11D-A107-01	TCGA-B6-A0WT
TCGA-A2-A0CT-01A-31D-A059-01	TCGA-A2-A0CT
TCGA-C8-A273-01A-11D-A16C-01	TCGA-C8-A273
TCGA-AC-A3BB-01A-21D-A19X-01	TCGA-AC-A3BB
TCGA-BH-AB28-01A-31D-A41E-01	TCGA-BH-AB28
TCGA-D8-A27L-01A-11D-A16C-01	TCGA-D8-A27L
TCGA-E2-A1IH-01A-11D-A13J-01	TCGA-E2-A1IH
TCGA-GM-A2DA-01A-11D-A18N-01	TCGA-GM-A2DA
TCGA-BH-A209-01A-11D-A160-01	TCGA-BH-A209
TCGA-BH-A1EO-01A-11D-A134-01	TCGA-BH-A1EO
TCGA-BH-A0RX-01A-21D-A087-01	TCGA-BH-A0RX
TCGA-A1-A0SE-01A-11D-A087-01	TCGA-A1-A0SE
TCGA-A2-A25D-01A-12D-A16C-01	TCGA-A2-A25D
TCGA-A2-A0YI-01A-31D-A10L-01	TCGA-A2-A0YI
TCGA-BH-A1FC-01A-11D-A13J-01	TCGA-BH-A1FC
TCGA-D8-A27M-01A-11D-A16C-01	TCGA-D8-A27M
TCGA-A1-A0SF-01A-11D-A141-01	TCGA-A1-A0SF
TCGA-AR-A5QQ-01A-11D-A28A-01	TCGA-AR-A5QQ
TCGA-EW-A6SA-01A-21D-A32H-01	TCGA-EW-A6SA
TCGA-C8-A3M7-01A-12D-A21P-01	TCGA-C8-A3M7
TCGA-OL-A5RU-01A-11D-A28A-01	TCGA-OL-A5RU
TCGA-AR-A24V-01A-21D-A166-01	TCGA-AR-A24V
TCGA-AR-A24H-01A-11D-A166-01	TCGA-AR-A24H
TCGA-OL-A66J-01A-11D-A29M-01	TCGA-OL-A66J
TCGA-BH-A0W5-01A-11D-A107-01	TCGA-BH-A0W5
TCGA-AR-A0TX-01A-11D-A087-01	TCGA-AR-A0TX
TCGA-D8-A1JU-01A-11D-A13J-01	TCGA-D8-A1JU
TCGA-B6-A40C-01A-11D-A238-01	TCGA-B6-A40C
TCGA-EW-A6SB-01A-12D-A32H-01	TCGA-EW-A6SB
TCGA-EW-A1PD-01A-11D-A141-01	TCGA-EW-A1PD
TCGA-E2-A573-01A-11D-A29M-01	TCGA-E2-A573
TCGA-AC-A2FG-01A-11D-A17C-01	TCGA-AC-A2FG
TCGA-AR-A250-01A-31D-A166-01	TCGA-AR-A250
TCGA-LL-A6FP-01A-11D-A31T-01	TCGA-LL-A6FP
TCGA-AR-A24Z-01A-11D-A166-01	TCGA-AR-A24Z
TCGA-BH-A1FG-01A-11D-A13J-01	TCGA-BH-A1FG
TCGA-E2-A15J-01A-11D-A12N-01	TCGA-E2-A15J
TCGA-AO-A125-01A-11D-A10L-01	TCGA-AO-A125
TCGA-B6-A0RI-01A-11D-A059-01	TCGA-B6-A0RI
TCGA-E9-A22D-01A-11D-A160-01	TCGA-E9-A22D
TCGA-AC-A8OP-01A-11D-A36I-01	TCGA-AC-A8OP
TCGA-E9-A1NC-01A-12D-A160-01	TCGA-E9-A1NC
TCGA-AR-A1AQ-01A-11D-A12N-01	TCGA-AR-A1AQ
TCGA-AR-A256-01A-11D-A166-01	TCGA-AR-A256
TCGA-E2-A2P5-01A-11D-A19X-01	TCGA-E2-A2P5
TCGA-AR-A1AJ-01A-21D-A12N-01	TCGA-AR-A1AJ
TCGA-AR-A2LN-01A-21D-A18N-01	TCGA-AR-A2LN
TCGA-E2-A1AZ-01A-11D-A12N-01	TCGA-E2-A1AZ
TCGA-LD-A7W5-01A-22D-A350-01	TCGA-LD-A7W5
TCGA-A2-A0SU-01A-11D-A087-01	TCGA-A2-A0SU
TCGA-A2-A25C-01A-11D-A166-01	TCGA-A2-A25C
TCGA-C8-A1HM-01A-12D-A134-01	TCGA-C8-A1HM
TCGA-AR-A1AW-01A-21D-A12N-01	TCGA-AR-A1AW
TCGA-E9-A5UP-01A-11D-A28A-01	TCGA-E9-A5UP
TCGA-AO-A03L-01A-41D-A059-01	TCGA-AO-A03L
TCGA-E9-A1N8-01A-11D-A141-01	TCGA-E9-A1N8
TCGA-PE-A5DE-01A-11D-A27O-01	TCGA-PE-A5DE
TCGA-BH-A1FM-01A-11D-A13J-01	TCGA-BH-A1FM
TCGA-A2-A0SW-01A-11D-A087-01	TCGA-A2-A0SW
TCGA-BH-A0BM-01A-11D-A059-01	TCGA-BH-A0BM
TCGA-AC-A7VB-01A-11D-A350-01	TCGA-AC-A7VB
TCGA-AR-A2LL-01A-11D-A17U-01	TCGA-AR-A2LL
TCGA-D8-A1JE-01A-11D-A13J-01	TCGA-D8-A1JE
TCGA-A2-A3KD-01A-12D-A20R-01	TCGA-A2-A3KD
TCGA-AQ-A0Y5-01A-11D-A14J-01	TCGA-AQ-A0Y5
TCGA-D8-A27G-01A-11D-A16C-01	TCGA-D8-A27G
TCGA-GM-A5PX-01A-12D-A28A-01	TCGA-GM-A5PX
TCGA-LL-A5YM-01A-11D-A28A-01	TCGA-LL-A5YM
TCGA-E9-A5FK-01A-11D-A27O-01	TCGA-E9-A5FK
TCGA-OL-A66P-01A-11D-A31T-01	TCGA-OL-A66P
TCGA-B6-A40B-01A-11D-A238-01	TCGA-B6-A40B
TCGA-A2-A0T7-01A-21D-A087-01	TCGA-A2-A0T7
TCGA-AC-A62Y-01A-11D-A29M-01	TCGA-AC-A62Y
TCGA-3C-AALI-01A-11D-A41E-01	TCGA-3C-AALI
TCGA-A2-A0CK-01A-11D-A227-01	TCGA-A2-A0CK
TCGA-AO-A124-01A-11D-A10L-01	TCGA-AO-A124
TCGA-D8-A1JP-01A-11D-A13J-01	TCGA-D8-A1JP
TCGA-BH-A0H3-01A-11D-A12N-01	TCGA-BH-A0H3
TCGA-AR-A1AR-01A-31D-A134-01	TCGA-AR-A1AR
TCGA-LD-A66U-01A-11D-A31T-01	TCGA-LD-A66U
TCGA-BH-A1FN-01A-11D-A13J-01	TCGA-BH-A1FN
TCGA-AO-A0JF-01A-11D-A059-01	TCGA-AO-A0JF
TCGA-C8-A274-01A-11D-A16C-01	TCGA-C8-A274
TCGA-E2-A1L9-01A-11D-A13J-01	TCGA-E2-A1L9
TCGA-E2-A1IG-01A-11D-A141-01	TCGA-E2-A1IG
TCGA-5L-AAT1-01A-12D-A41E-01	TCGA-5L-AAT1
TCGA-E2-A1IE-01A-11D-A13J-01	TCGA-E2-A1IE
TCGA-BH-A0WA-01A-11D-A107-01	TCGA-BH-A0WA
TCGA-S3-AA14-01A-11D-A41E-01	TCGA-S3-AA14
TCGA-EW-A2FS-01A-11D-A17C-01	TCGA-EW-A2FS
TCGA-B6-A0RP-01A-21D-A087-01	TCGA-B6-A0RP
TCGA-A7-A425-01A-11D-A242-01	TCGA-A7-A425
TCGA-BH-A0BJ-01A-11D-A059-01	TCGA-BH-A0BJ
TCGA-AR-A5QM-01A-11D-A27O-01	TCGA-AR-A5QM
TCGA-E2-A1IN-01A-11D-A13J-01	TCGA-E2-A1IN
TCGA-D8-A1XA-01A-11D-A14F-01	TCGA-D8-A1XA
TCGA-OL-A5RW-01A-11D-A28A-01	TCGA-OL-A5RW
TCGA-BH-A1FU-01A-11D-A14F-01	TCGA-BH-A1FU
TCGA-AR-A1AP-01A-11D-A12N-01	TCGA-AR-A1AP
TCGA-4H-AAAK-01A-12D-A41E-01	TCGA-4H-AAAK
TCGA-E2-A1B4-01A-11D-A12N-01	TCGA-E2-A1B4
TCGA-GM-A2D9-01A-11D-A18N-01	TCGA-GM-A2D9
TCGA-LL-A5YP-01A-21D-A28A-01	TCGA-LL-A5YP
TCGA-A2-A3XY-01A-11D-A238-01	TCGA-A2-A3XY
TCGA-EW-A1J2-01A-21D-A13J-01	TCGA-EW-A1J2
TCGA-D8-A1XO-01A-11D-A14J-01	TCGA-D8-A1XO
TCGA-A2-A25E-01A-11D-A166-01	TCGA-A2-A25E
TCGA-BH-A1FH-01A-12D-A13J-01	TCGA-BH-A1FH
TCGA-E9-A22A-01A-11D-A160-01	TCGA-E9-A22A
TCGA-BH-A0GY-01A-11D-A059-01	TCGA-BH-A0GY
TCGA-AO-A1KS-01A-11D-A13J-01	TCGA-AO-A1KS
TCGA-AR-A255-01A-11D-A166-01	TCGA-AR-A255
TCGA-AR-A1AY-01A-21D-A12N-01	TCGA-AR-A1AY
TCGA-AC-A2QI-01A-12D-A19X-01	TCGA-AC-A2QI
TCGA-B6-A0RV-01A-11D-A087-01	TCGA-B6-A0RV
TCGA-BH-A0DS-01A-11D-A059-01	TCGA-BH-A0DS
TCGA-B6-A0X7-01A-11D-A10L-01	TCGA-B6-A0X7
TCGA-BH-A5J0-01A-11D-A27O-01	TCGA-BH-A5J0
TCGA-A7-A13H-01A-11D-A227-01	TCGA-A7-A13H
TCGA-LL-A6FQ-01A-11D-A31T-01	TCGA-LL-A6FQ
TCGA-A2-A1G1-01A-21D-A13J-01	TCGA-A2-A1G1
TCGA-A2-A0SY-01A-31D-A087-01	TCGA-A2-A0SY
TCGA-E9-A1R5-01A-11D-A14J-01	TCGA-E9-A1R5
TCGA-D8-A1XU-01A-11D-A14J-01	TCGA-D8-A1XU
TCGA-PL-A8LX-01A-11D-A41E-01	TCGA-PL-A8LX
TCGA-BH-A1FD-01A-11D-A13J-01	TCGA-BH-A1FD
TCGA-HN-A2NL-01A-11D-A18N-01	TCGA-HN-A2NL
TCGA-AR-A5QP-01A-11D-A28A-01	TCGA-AR-A5QP
TCGA-EW-A1PF-01A-11D-A141-01	TCGA-EW-A1PF
TCGA-BH-A202-01A-11D-A14J-01	TCGA-BH-A202
TCGA-OL-A5D8-01A-11D-A27O-01	TCGA-OL-A5D8
TCGA-OL-A6VR-01A-32D-A33D-01	TCGA-OL-A6VR
TCGA-D8-A1XF-01A-11D-A14F-01	TCGA-D8-A1XF
TCGA-E9-A1ND-01A-11D-A141-01	TCGA-E9-A1ND
TCGA-A7-A4SF-01A-11D-A25N-01	TCGA-A7-A4SF
TCGA-D8-A1JB-01A-11D-A13J-01	TCGA-D8-A1JB
TCGA-A2-A0YG-01A-21D-A107-01	TCGA-A2-A0YG
TCGA-AR-A0TR-01A-11D-A087-01	TCGA-AR-A0TR
TCGA-A2-A0T0-01A-22D-A087-01	TCGA-A2-A0T0
TCGA-AR-A1AL-01A-21D-A12N-01	TCGA-AR-A1AL
TCGA-BH-A0HY-01A-11D-A059-01	TCGA-BH-A0HY
TCGA-E2-A1LG-01A-21D-A14J-01	TCGA-E2-A1LG
TCGA-D8-A1JC-01A-11D-A13J-01	TCGA-D8-A1JC
TCGA-B6-A0RN-01A-12D-A087-01	TCGA-B6-A0RN
TCGA-LQ-A4E4-01A-11D-A25N-01	TCGA-LQ-A4E4
TCGA-D8-A27E-01A-11D-A16C-01	TCGA-D8-A27E
TCGA-S3-AA10-01A-21D-A41E-01	TCGA-S3-AA10
TCGA-A7-A3IY-01A-21D-A21P-01	TCGA-A7-A3IY
TCGA-AC-A3W5-01A-11D-A227-01	TCGA-AC-A3W5
TCGA-E2-A1IK-01A-11D-A141-01	TCGA-E2-A1IK
TCGA-AC-A2B8-01A-11D-A17C-01	TCGA-AC-A2B8
TCGA-A2-A4S1-01A-21D-A25N-01	TCGA-A2-A4S1
TCGA-BH-A1FB-01A-11D-A13J-01	TCGA-BH-A1FB
TCGA-D8-A27W-01A-11D-A16C-01	TCGA-D8-A27W
TCGA-A2-A0YK-01A-22D-A107-01	TCGA-A2-A0YK
TCGA-C8-A1HL-01A-11D-A134-01	TCGA-C8-A1HL
TCGA-XX-A899-01A-11D-A36I-01	TCGA-XX-A899
TCGA-A8-A0AD-01A-11D-A059-01	TCGA-A8-A0AD
TCGA-E9-A1R4-01A-21D-A14F-01	TCGA-E9-A1R4
TCGA-LL-A441-01A-11D-A242-01	TCGA-LL-A441
TCGA-AC-A5XS-01A-11D-A29M-01	TCGA-AC-A5XS
TCGA-AR-A24N-01A-11D-A166-01	TCGA-AR-A24N
TCGA-A7-A3J1-01A-11D-A20R-01	TCGA-A7-A3J1
TCGA-AQ-A7U7-01A-22D-A350-01	TCGA-AQ-A7U7
TCGA-D8-A1XW-01A-11D-A14J-01	TCGA-D8-A1XW
TCGA-E2-A1LL-01A-11D-A141-01	TCGA-E2-A1LL
TCGA-EW-A2FV-01A-11D-A17C-01	TCGA-EW-A2FV
TCGA-A2-A0YH-01A-11D-A107-01	TCGA-A2-A0YH
TCGA-A7-A6VW-01A-21D-A33D-01	TCGA-A7-A6VW
TCGA-OL-A5S0-01A-11D-A28A-01	TCGA-OL-A5S0
TCGA-BH-A1FJ-01A-11D-A13J-01	TCGA-BH-A1FJ
TCGA-E2-A15I-01A-21D-A134-01	TCGA-E2-A15I
TCGA-AR-A1AM-01A-41D-A227-01	TCGA-AR-A1AM
TCGA-BH-A1EV-01A-11D-A134-01	TCGA-BH-A1EV
TCGA-AO-A0JL-01A-11D-A059-01	TCGA-AO-A0JL
TCGA-LL-A442-01A-11D-A242-01	TCGA-LL-A442
TCGA-AC-A2FF-01A-11D-A17C-01	TCGA-AC-A2FF
TCGA-GI-A2C9-01A-11D-A21P-01	TCGA-GI-A2C9
TCGA-A2-A1FX-01A-11D-A13J-01	TCGA-A2-A1FX
TCGA-OL-A66N-01A-12D-A31T-01	TCGA-OL-A66N
TCGA-D8-A1J9-01A-11D-A13J-01	TCGA-D8-A1J9
TCGA-E2-A1B0-01A-11D-A12N-01	TCGA-E2-A1B0
TCGA-AR-A1AX-01A-11D-A12N-01	TCGA-AR-A1AX
TCGA-3C-AAAU-01A-11D-A41E-01	TCGA-3C-AAAU
TCGA-AO-A1KT-01A-11D-A13J-01	TCGA-AO-A1KT
TCGA-AR-A24M-01A-11D-A166-01	TCGA-AR-A24M
TCGA-E2-A10C-01A-21D-A10L-01	TCGA-E2-A10C
TCGA-E2-A1L8-01A-11D-A13J-01	TCGA-E2-A1L8
TCGA-GM-A3XL-01A-11D-A22W-01	TCGA-GM-A3XL
TCGA-AC-A3YI-01A-21D-A238-01	TCGA-AC-A3YI
TCGA-A2-A1G0-01A-11D-A13J-01	TCGA-A2-A1G0
TCGA-OL-A66I-01A-21D-A29M-01	TCGA-OL-A66I
TCGA-A2-A0YT-01A-11D-A107-01	TCGA-A2-A0YT
TCGA-JL-A3YX-01A-11D-A22W-01	TCGA-JL-A3YX
TCGA-C8-A8HQ-01A-11D-A36I-01	TCGA-C8-A8HQ
TCGA-A7-A6VY-01A-12D-A33D-01	TCGA-A7-A6VY
TCGA-LL-A5YL-01A-12D-A29M-01	TCGA-LL-A5YL
TCGA-A2-A1FV-01A-11D-A13J-01	TCGA-A2-A1FV
TCGA-AR-A2LM-01A-11D-A17U-01	TCGA-AR-A2LM
TCGA-A2-A4RX-01A-11D-A25N-01	TCGA-A2-A4RX
TCGA-D8-A3Z6-01A-11D-A238-01	TCGA-D8-A3Z6
TCGA-B6-A0WW-01A-11D-A107-01	TCGA-B6-A0WW
TCGA-B6-A402-01A-11D-A238-01	TCGA-B6-A402
TCGA-AO-A12E-01A-11D-A10L-01	TCGA-AO-A12E
TCGA-EW-A1J6-01A-11D-A13J-01	TCGA-EW-A1J6
TCGA-A2-A25A-01A-12D-A16C-01	TCGA-A2-A25A
TCGA-EW-A1OV-01A-11D-A141-01	TCGA-EW-A1OV
TCGA-BH-A1EU-01A-11D-A134-01	TCGA-BH-A1EU
TCGA-E9-A1NH-01A-11D-A14F-01	TCGA-E9-A1NH
TCGA-C8-A1HJ-01A-11D-A13J-01	TCGA-C8-A1HJ
TCGA-B6-A0RT-01A-21D-A087-01	TCGA-B6-A0RT
TCGA-E9-A1NA-01A-11D-A141-01	TCGA-E9-A1NA
TCGA-S3-A6ZF-01A-32D-A32H-01	TCGA-S3-A6ZF
TCGA-OL-A6VO-01A-12D-A33D-01	TCGA-OL-A6VO
TCGA-C8-A1HO-01A-11D-A13J-01	TCGA-C8-A1HO
TCGA-JL-A3YW-01A-12D-A238-01	TCGA-JL-A3YW
TCGA-A1-A0SG-01A-11D-A141-01	TCGA-A1-A0SG
TCGA-EW-A1IW-01A-11D-A13J-01	TCGA-EW-A1IW
TCGA-AO-A0JC-01A-11D-A059-01	TCGA-AO-A0JC
TCGA-LL-A5YN-01A-11D-A28A-01	TCGA-LL-A5YN
TCGA-D8-A1JK-01A-11D-A13J-01	TCGA-D8-A1JK
TCGA-UU-A93S-01A-21D-A41E-01	TCGA-UU-A93S
TCGA-E9-A245-01A-22D-A16C-01	TCGA-E9-A245
TCGA-E2-A1BD-01A-11D-A12N-01	TCGA-E2-A1BD
TCGA-LL-A5YO-01A-21D-A28A-01	TCGA-LL-A5YO
TCGA-GM-A5PV-01A-11D-A28A-01	TCGA-GM-A5PV
TCGA-D8-A1XQ-01A-11D-A14J-01	TCGA-D8-A1XQ
TCGA-BH-A0W4-01A-11D-A107-01	TCGA-BH-A0W4
TCGA-EW-A1P3-01A-11D-A141-01	TCGA-EW-A1P3
TCGA-AR-A0U3-01A-11D-A107-01	TCGA-AR-A0U3
TCGA-A7-A3RF-01A-11D-A227-01	TCGA-A7-A3RF
TCGA-BH-A0B6-01A-11D-A19X-01	TCGA-BH-A0B6
TCGA-AN-A0XP-01A-11D-A107-01	TCGA-AN-A0XP
TCGA-D8-A1Y1-01A-21D-A14J-01	TCGA-D8-A1Y1
TCGA-BH-A0GZ-01A-11D-A059-01	TCGA-BH-A0GZ
TCGA-BH-A1FR-01A-11D-A13J-01	TCGA-BH-A1FR
TCGA-A2-A3XS-01A-11D-A22W-01	TCGA-A2-A3XS
TCGA-D8-A1XG-01A-11D-A14F-01	TCGA-D8-A1XG
TCGA-AR-A252-01A-11D-A166-01	TCGA-AR-A252
TCGA-AR-A24U-01A-11D-A166-01	TCGA-AR-A24U
TCGA-E9-A5UO-01A-11D-A28A-01	TCGA-E9-A5UO
TCGA-EW-A1P7-01A-21D-A141-01	TCGA-EW-A1P7
TCGA-EW-A1OY-01A-11D-A141-01	TCGA-EW-A1OY
TCGA-BH-A42T-01A-11D-A242-01	TCGA-BH-A42T
TCGA-C8-A275-01A-21D-A16C-01	TCGA-C8-A275
TCGA-B6-A0X5-01A-21D-A107-01	TCGA-B6-A0X5
TCGA-BH-A0BA-01A-11D-A059-01	TCGA-BH-A0BA
TCGA-BH-A6R8-01A-21D-A33D-01	TCGA-BH-A6R8
TCGA-E9-A3Q9-01A-11D-A21P-01	TCGA-E9-A3Q9
TCGA-AN-A0XV-01A-11D-A107-01	TCGA-AN-A0XV
TCGA-B6-A1KN-01A-11D-A13J-01	TCGA-B6-A1KN
TCGA-OL-A5DA-01A-11D-A27O-01	TCGA-OL-A5DA
TCGA-AR-A24X-01A-11D-A166-01	TCGA-AR-A24X
TCGA-A2-A0SV-01A-11D-A087-01	TCGA-A2-A0SV
TCGA-BH-A0E1-01A-11D-A059-01	TCGA-BH-A0E1
TCGA-EW-A1PH-01A-11D-A14J-01	TCGA-EW-A1PH
TCGA-A8-A0A6-01A-12D-A059-01	TCGA-A8-A0A6
TCGA-A2-A25F-01A-11D-A166-01	TCGA-A2-A25F
TCGA-E9-A226-01A-21D-A160-01	TCGA-E9-A226
TCGA-GM-A2DM-01A-11D-A17U-01	TCGA-GM-A2DM
TCGA-E2-A1IJ-01A-11D-A141-01	TCGA-E2-A1IJ
TCGA-AQ-A54O-01A-11D-A25N-01	TCGA-AQ-A54O
TCGA-C8-A278-01A-11D-A166-01	TCGA-C8-A278
TCGA-AN-A0XU-01A-11D-A107-01	TCGA-AN-A0XU
TCGA-S3-A6ZH-01A-22D-A32H-01	TCGA-S3-A6ZH
TCGA-E9-A247-01A-11D-A166-01	TCGA-E9-A247
TCGA-OL-A5D6-01A-21D-A27O-01	TCGA-OL-A5D6
TCGA-BH-A0BZ-01A-31D-A12N-01	TCGA-BH-A0BZ
TCGA-D8-A27K-01A-11D-A16C-01	TCGA-D8-A27K
TCGA-GM-A2DK-01A-21D-A17U-01	TCGA-GM-A2DK
TCGA-EW-A1P8-01A-11D-A141-01	TCGA-EW-A1P8
TCGA-AO-A12G-01A-11D-A10L-01	TCGA-AO-A12G
TCGA-EW-A1OX-01A-11D-A141-01	TCGA-EW-A1OX
TCGA-E2-A109-01A-11D-A10L-01	TCGA-E2-A109
TCGA-E9-A1R2-01A-11D-A14F-01	TCGA-E9-A1R2
TCGA-AC-A6IW-01A-12D-A33D-01	TCGA-AC-A6IW
TCGA-GM-A2DO-01A-11D-A18N-01	TCGA-GM-A2DO
TCGA-E9-A1RG-01A-11D-A14F-01	TCGA-E9-A1RG
TCGA-GM-A2DC-01A-11D-A18N-01	TCGA-GM-A2DC
TCGA-E2-A1BC-01A-11D-A12N-01	TCGA-E2-A1BC
TCGA-A1-A0SP-01A-11D-A087-01	TCGA-A1-A0SP
TCGA-B6-A0RG-01A-11D-A059-01	TCGA-B6-A0RG
TCGA-D8-A1J8-01A-11D-A13J-01	TCGA-D8-A1J8
TCGA-E2-A9RU-01A-11D-A41E-01	TCGA-E2-A9RU
TCGA-D8-A27I-01A-11D-A16C-01	TCGA-D8-A27I
TCGA-D8-A27P-01A-11D-A16C-01	TCGA-D8-A27P
TCGA-AR-A0TU-01A-31D-A107-01	TCGA-AR-A0TU
TCGA-AR-A2LO-01A-31D-A19G-01	TCGA-AR-A2LO
TCGA-E9-A2JS-01A-11D-A17U-01	TCGA-E9-A2JS
TCGA-A7-A26G-01A-21D-A166-01	TCGA-A7-A26G
TCGA-E9-A1RB-01A-11D-A160-01	TCGA-E9-A1RB
TCGA-E9-A3HO-01A-11D-A20R-01	TCGA-E9-A3HO
TCGA-E2-A10F-01A-11D-A10L-01	TCGA-E2-A10F
TCGA-B6-A0RU-01A-11D-A087-01	TCGA-B6-A0RU
TCGA-E2-A14U-01A-11D-A227-01	TCGA-E2-A14U
TCGA-BH-A0HF-01A-11D-A059-01	TCGA-BH-A0HF
TCGA-A8-A075-01A-11D-A087-01	TCGA-A8-A075
TCGA-BH-A0AW-01A-11D-A059-01	TCGA-BH-A0AW
TCGA-AN-A0XT-01A-11D-A107-01	TCGA-AN-A0XT
TCGA-A2-A3XV-01A-21D-A238-01	TCGA-A2-A3XV
TCGA-AR-A1AI-01A-11D-A12N-01	TCGA-AR-A1AI
TCGA-5T-A9QA-01A-11D-A41E-01	TCGA-5T-A9QA
TCGA-B6-A0RE-01A-11D-A059-01	TCGA-B6-A0RE
TCGA-LL-A440-01A-11D-A242-01	TCGA-LL-A440
TCGA-D8-A1X8-01A-11D-A14J-01	TCGA-D8-A1X8
TCGA-BH-A0DV-01A-21D-A12N-01	TCGA-BH-A0DV
TCGA-UL-AAZ6-01A-11D-A41E-01	TCGA-UL-AAZ6
TCGA-AC-A6NO-01A-12D-A33D-01	TCGA-AC-A6NO
TCGA-C8-A8HR-01A-11D-A36I-01	TCGA-C8-A8HR
TCGA-AC-A2FE-01A-11D-A19X-01	TCGA-AC-A2FE
TCGA-E9-A227-01A-11D-A160-01	TCGA-E9-A227
TCGA-E9-A6HE-01A-11D-A31T-01	TCGA-E9-A6HE
TCGA-S3-AA17-01A-11D-A41E-01	TCGA-S3-AA17
TCGA-AR-A2LR-01A-12D-A18N-01	TCGA-AR-A2LR
TCGA-BH-A8FY-01A-11D-A36I-01	TCGA-BH-A8FY
TCGA-E9-A1QZ-01A-21D-A166-01	TCGA-E9-A1QZ
TCGA-B6-A408-01A-12D-A242-01	TCGA-B6-A408
TCGA-D8-A1JD-01A-11D-A13J-01	TCGA-D8-A1JD
TCGA-C8-A1HI-01A-11D-A134-01	TCGA-C8-A1HI
TCGA-AC-A62V-01A-11D-A31T-01	TCGA-AC-A62V
TCGA-A2-A4S2-01A-12D-A25N-01	TCGA-A2-A4S2
TCGA-A7-A56D-01A-11D-A27O-01	TCGA-A7-A56D
TCGA-E2-A108-01A-13D-A10L-01	TCGA-E2-A108
TCGA-D8-A1X9-01A-12D-A160-01	TCGA-D8-A1X9
TCGA-AO-A0JA-01A-11D-A059-01	TCGA-AO-A0JA
TCGA-GM-A3NW-01A-21D-A227-01	TCGA-GM-A3NW
