sample_old	sample_id
TCGA-OL-A5RY-01A-21R-A28M-07	TCGA-OL-A5RY
TCGA-D8-A1XR-01A-11R-A14M-07	TCGA-D8-A1XR
TCGA-A2-A0YT-01A-11R-A109-07	TCGA-A2-A0YT
TCGA-LL-A442-01A-11R-A24H-07	TCGA-LL-A442
TCGA-B6-A0WV-01A-11R-A109-07	TCGA-B6-A0WV
TCGA-D8-A1JJ-01A-31R-A14M-07	TCGA-D8-A1JJ
TCGA-A2-A0EP-01A-52R-A22U-07	TCGA-A2-A0EP
TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0BS
TCGA-AR-A252-01A-11R-A169-07	TCGA-AR-A252
TCGA-A1-A0SN-01A-11R-A144-07	TCGA-A1-A0SN
TCGA-OL-A66K-01A-11R-A29R-07	TCGA-OL-A66K
TCGA-B6-A0RM-01A-11R-A084-07	TCGA-B6-A0RM
TCGA-A7-A6VV-01A-22R-A33J-07	TCGA-A7-A6VV
TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0BZ
TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A1EN
TCGA-A1-A0SH-01A-11R-A084-07	TCGA-A1-A0SH
TCGA-A2-A3XX-01A-21R-A239-07	TCGA-A2-A3XX
TCGA-A2-A3XW-01A-11R-A239-07	TCGA-A2-A3XW
TCGA-B6-A0WT-01A-11R-A109-07	TCGA-B6-A0WT
TCGA-D8-A1Y3-01A-11R-A157-07	TCGA-D8-A1Y3
TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E9-A1NF
TCGA-AR-A255-01A-11R-A169-07	TCGA-AR-A255
TCGA-UL-AAZ6-01A-11R-A41B-07	TCGA-UL-AAZ6
TCGA-AR-A0U3-01A-11R-A109-07	TCGA-AR-A0U3
TCGA-BH-A1F8-01A-11R-A13Q-07	TCGA-BH-A1F8
TCGA-A7-A6VX-01A-12R-A33J-07	TCGA-A7-A6VX
TCGA-E2-A1IN-01A-11R-A13Q-07	TCGA-E2-A1IN
TCGA-EW-A1PH-01A-11R-A14M-07	TCGA-EW-A1PH
TCGA-AR-A2LN-01A-21R-A18M-07	TCGA-AR-A2LN
TCGA-GM-A2DO-01A-11R-A18M-07	TCGA-GM-A2DO
TCGA-C8-A274-01A-11R-A16F-07	TCGA-C8-A274
TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A0C0
TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E9-A1RI
TCGA-AR-A0U2-01A-11R-A109-07	TCGA-AR-A0U2
TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0DP
TCGA-AR-A1AL-01A-21R-A12P-07	TCGA-AR-A1AL
TCGA-BH-A0GZ-01A-11R-A056-07	TCGA-BH-A0GZ
TCGA-XX-A89A-01A-11R-A36F-07	TCGA-XX-A89A
TCGA-A2-A0T2-01A-11R-A084-07	TCGA-A2-A0T2
TCGA-LL-A740-01A-21R-A32P-07	TCGA-LL-A740
TCGA-E9-A1N6-01A-11R-A144-07	TCGA-E9-A1N6
TCGA-E9-A1NC-01A-21R-A26B-07	TCGA-E9-A1NC
TCGA-AR-A24H-01A-11R-A169-07	TCGA-AR-A24H
TCGA-E2-A15I-01A-21R-A137-07	TCGA-E2-A15I
TCGA-AC-A2BK-01A-11R-A21T-07	TCGA-AC-A2BK
TCGA-A2-A0SY-01A-31R-A084-07	TCGA-A2-A0SY
TCGA-C8-A26X-01A-31R-A16F-07	TCGA-C8-A26X
TCGA-A2-A0YI-01A-31R-A10J-07	TCGA-A2-A0YI
TCGA-AO-A12C-01A-11R-A10J-07	TCGA-AO-A12C
TCGA-E2-A1IF-01A-11R-A144-07	TCGA-E2-A1IF
TCGA-BH-A1EW-01A-11R-A137-07	TCGA-BH-A1EW
TCGA-GM-A2DI-01A-31R-A18M-07	TCGA-GM-A2DI
TCGA-LL-A441-01A-11R-A24H-07	TCGA-LL-A441
TCGA-D8-A1XO-01A-11R-A14M-07	TCGA-D8-A1XO
TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-BH-A1F2
TCGA-A7-A3IY-01A-21R-A21T-07	TCGA-A7-A3IY
TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A18V
TCGA-BH-A0H3-01A-11R-A12P-07	TCGA-BH-A0H3
TCGA-LL-A5YP-01A-21R-A28M-07	TCGA-LL-A5YP
TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-D8-A1XS
TCGA-BH-A42T-01A-11R-A24H-07	TCGA-BH-A42T
TCGA-AO-A0JB-01A-11R-A32Y-07	TCGA-AO-A0JB
TCGA-OL-A5RW-01A-11R-A28M-07	TCGA-OL-A5RW
TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-LL-A73Z
TCGA-BH-A1EY-01A-11R-A13Q-07	TCGA-BH-A1EY
TCGA-A2-A0YC-01A-11R-A109-07	TCGA-A2-A0YC
TCGA-BH-A0W4-01A-11R-A109-07	TCGA-BH-A0W4
TCGA-GM-A3XN-01A-12R-A22U-07	TCGA-GM-A3XN
TCGA-A2-A0T6-01A-11R-A084-07	TCGA-A2-A0T6
TCGA-B6-A0WZ-01A-11R-A109-07	TCGA-B6-A0WZ
TCGA-BH-AB28-01A-31R-A41B-07	TCGA-BH-AB28
TCGA-A1-A0SQ-01A-21R-A144-07	TCGA-A1-A0SQ
TCGA-AO-A12E-01A-11R-A10J-07	TCGA-AO-A12E
TCGA-E2-A1LL-01A-11R-A144-07	TCGA-E2-A1LL
TCGA-E2-A15J-01A-11R-A12P-07	TCGA-E2-A15J
TCGA-E2-A1IE-01A-11R-A13Q-07	TCGA-E2-A1IE
TCGA-AC-A7VC-01A-11R-A352-07	TCGA-AC-A7VC
TCGA-EW-A1P3-01A-11R-A144-07	TCGA-EW-A1P3
TCGA-C8-A26Z-01A-11R-A16F-07	TCGA-C8-A26Z
TCGA-EW-A3U0-01A-11R-A22K-07	TCGA-EW-A3U0
TCGA-AC-A2QJ-01A-12R-A19W-07	TCGA-AC-A2QJ
TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A208
TCGA-A7-A26H-01A-11R-A169-07	TCGA-A7-A26H
TCGA-D8-A27T-01A-11R-A16F-07	TCGA-D8-A27T
TCGA-OL-A5RX-01A-11R-A28M-07	TCGA-OL-A5RX
TCGA-BH-A6R9-01A-21R-A32P-07	TCGA-BH-A6R9
TCGA-BH-A1EO-01A-11R-A137-07	TCGA-BH-A1EO
TCGA-LL-A6FP-01A-11R-A31O-07	TCGA-LL-A6FP
TCGA-C8-A273-01A-11R-A16F-07	TCGA-C8-A273
TCGA-A2-A1FV-01A-11R-A13Q-07	TCGA-A2-A1FV
TCGA-B6-A0RV-01A-11R-A084-07	TCGA-B6-A0RV
TCGA-D8-A1JT-01A-31R-A13Q-07	TCGA-D8-A1JT
TCGA-OK-A5Q2-01A-11R-A27Q-07	TCGA-OK-A5Q2
TCGA-D8-A1X7-01A-11R-A14M-07	TCGA-D8-A1X7
TCGA-E2-A570-01A-11R-A29R-07	TCGA-E2-A570
TCGA-E2-A1LA-01A-11R-A144-07	TCGA-E2-A1LA
TCGA-E9-A229-01A-31R-A157-07	TCGA-E9-A229
TCGA-D8-A1Y0-01A-11R-A14M-07	TCGA-D8-A1Y0
TCGA-E9-A22D-01A-11R-A157-07	TCGA-E9-A22D
TCGA-LL-A8F5-01A-11R-A36F-07	TCGA-LL-A8F5
TCGA-E2-A10F-01A-11R-A10J-07	TCGA-E2-A10F
TCGA-A2-A0YK-01A-22R-A109-07	TCGA-A2-A0YK
TCGA-BH-A0HI-01A-11R-A084-07	TCGA-BH-A0HI
TCGA-A7-A2KD-01A-31R-A21T-07	TCGA-A7-A2KD
TCGA-PL-A8LZ-01A-31R-A36F-07	TCGA-PL-A8LZ
TCGA-MS-A51U-01A-31R-A266-07	TCGA-MS-A51U
TCGA-C8-A3M7-01A-12R-A21T-07	TCGA-C8-A3M7
TCGA-A2-A0T0-01A-22R-A084-07	TCGA-A2-A0T0
TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AP
TCGA-E9-A1RB-01A-11R-A157-07	TCGA-E9-A1RB
TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-BH-A0DV
TCGA-D8-A1X9-01A-12R-A157-07	TCGA-D8-A1X9
TCGA-AQ-A54O-01A-11R-A266-07	TCGA-AQ-A54O
TCGA-AR-A2LH-01A-31R-A18M-07	TCGA-AR-A2LH
TCGA-OL-A6VO-01A-12R-A33J-07	TCGA-OL-A6VO
TCGA-GM-A4E0-01A-12R-A266-07	TCGA-GM-A4E0
TCGA-BH-A1EV-01A-11R-A137-07	TCGA-BH-A1EV
TCGA-A2-A4S3-01A-21R-A266-07	TCGA-A2-A4S3
TCGA-AO-A1KR-01A-12R-A144-07	TCGA-AO-A1KR
TCGA-AR-A2LQ-01A-22R-A18M-07	TCGA-AR-A2LQ
TCGA-E9-A22B-01A-11R-A157-07	TCGA-E9-A22B
TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-D8-A4Z1
TCGA-A2-A1FZ-01A-51R-A14D-07	TCGA-A2-A1FZ
TCGA-E2-A10B-01A-11R-A10J-07	TCGA-E2-A10B
TCGA-AC-A6IW-01A-12R-A33J-07	TCGA-AC-A6IW
TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E
TCGA-B6-A0RI-01A-11R-A056-07	TCGA-B6-A0RI
TCGA-BH-A0HP-01A-12R-A084-07	TCGA-BH-A0HP
TCGA-E2-A56Z-01A-12R-A29R-07	TCGA-E2-A56Z
TCGA-BH-A1F5-01A-12R-A13Q-07	TCGA-BH-A1F5
TCGA-AQ-A1H3-01A-31R-A13Q-07	TCGA-AQ-A1H3
TCGA-EW-A1PF-01A-11R-A144-07	TCGA-EW-A1PF
TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A0BC
TCGA-BH-A42U-01A-12R-A24H-07	TCGA-BH-A42U
TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0BA
TCGA-BH-A1ET-01A-11R-A137-07	TCGA-BH-A1ET
TCGA-AR-A24U-01A-11R-A169-07	TCGA-AR-A24U
TCGA-AC-A3W6-01A-12R-A22K-07	TCGA-AC-A3W6
TCGA-AR-A24N-01A-11R-A169-07	TCGA-AR-A24N
TCGA-E9-A1RG-01A-11R-A14D-07	TCGA-E9-A1RG
TCGA-B6-A0X4-01A-11R-A109-07	TCGA-B6-A0X4
TCGA-BH-A0HX-01A-21R-A056-07	TCGA-BH-A0HX
TCGA-AO-A126-01A-11R-A10J-07	TCGA-AO-A126
TCGA-D8-A27V-01A-12R-A17B-07	TCGA-D8-A27V
TCGA-E9-A1R3-01A-31R-A14M-07	TCGA-E9-A1R3
TCGA-AN-A0XV-01A-11R-A109-07	TCGA-AN-A0XV
TCGA-AR-A24V-01A-21R-A169-07	TCGA-AR-A24V
TCGA-WT-AB41-01A-11R-A41B-07	TCGA-WT-AB41
TCGA-Z7-A8R6-01A-11R-A41B-07	TCGA-Z7-A8R6
TCGA-D8-A1JU-01A-11R-A13Q-07	TCGA-D8-A1JU
TCGA-AO-A124-01A-11R-A10J-07	TCGA-AO-A124
TCGA-A2-A0T4-01A-31R-A084-07	TCGA-A2-A0T4
TCGA-A7-A4SC-01A-12R-A266-07	TCGA-A7-A4SC
TCGA-EW-A6SA-01A-21R-A32P-07	TCGA-EW-A6SA
TCGA-S3-A6ZH-01A-22R-A32P-07	TCGA-S3-A6ZH
TCGA-BH-A0DK-01A-21R-A056-07	TCGA-BH-A0DK
TCGA-EW-A1J1-01A-11R-A13Q-07	TCGA-EW-A1J1
TCGA-D8-A1JH-01A-11R-A13Q-07	TCGA-D8-A1JH
TCGA-E2-A1L9-01A-11R-A13Q-07	TCGA-E2-A1L9
TCGA-BH-A8FY-01A-11R-A36F-07	TCGA-BH-A8FY
TCGA-A8-A08O-01A-21R-A056-07	TCGA-A8-A08O
TCGA-E2-A9RU-01A-11R-A41B-07	TCGA-E2-A9RU
TCGA-C8-A275-01A-21R-A16F-07	TCGA-C8-A275
TCGA-S3-AA0Z-01A-11R-A41B-07	TCGA-S3-AA0Z
TCGA-AR-A2LR-01A-12R-A18M-07	TCGA-AR-A2LR
TCGA-AQ-A0Y5-01A-11R-A14M-07	TCGA-AQ-A0Y5
TCGA-AR-A0TU-01A-31R-A109-07	TCGA-AR-A0TU
TCGA-EW-A1OZ-01A-11R-A144-07	TCGA-EW-A1OZ
TCGA-E2-A1B6-01A-31R-A12P-07	TCGA-E2-A1B6
TCGA-LL-A6FQ-01A-11R-A31O-07	TCGA-LL-A6FQ
TCGA-LL-A50Y-01A-11R-A266-07	TCGA-LL-A50Y
TCGA-B6-A0RS-01A-11R-A084-07	TCGA-B6-A0RS
TCGA-B6-A3ZX-01A-11R-A239-07	TCGA-B6-A3ZX
TCGA-AC-A5XU-01A-11R-A28M-07	TCGA-AC-A5XU
TCGA-AN-A0XS-01A-22R-A109-07	TCGA-AN-A0XS
TCGA-D8-A1XK-01A-21R-A14M-07	TCGA-D8-A1XK
TCGA-E9-A3X8-01A-31R-A22U-07	TCGA-E9-A3X8
TCGA-OL-A66J-01A-11R-A29R-07	TCGA-OL-A66J
TCGA-AR-A1AU-01A-11R-A12P-07	TCGA-AR-A1AU
TCGA-D8-A73U-01A-11R-A33J-07	TCGA-D8-A73U
TCGA-OL-A66I-01A-21R-A29R-07	TCGA-OL-A66I
TCGA-AO-A0JE-01A-11R-A056-07	TCGA-AO-A0JE
TCGA-AR-A254-01A-21R-A169-07	TCGA-AR-A254
TCGA-D8-A1XQ-01A-11R-A14M-07	TCGA-D8-A1XQ
TCGA-LD-A74U-01A-13R-A33J-07	TCGA-LD-A74U
TCGA-HN-A2OB-01A-21R-A27Q-07	TCGA-HN-A2OB
TCGA-AR-A1AO-01A-11R-A12P-07	TCGA-AR-A1AO
TCGA-E9-A1RD-01A-11R-A157-07	TCGA-E9-A1RD
TCGA-E9-A228-01A-31R-A157-07	TCGA-E9-A228
TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E9-A1N9
TCGA-OL-A66P-01A-11R-A31O-07	TCGA-OL-A66P
TCGA-E9-A249-01A-11R-A169-07	TCGA-E9-A249
TCGA-AN-A0XL-01A-11R-A10J-07	TCGA-AN-A0XL
TCGA-B6-A40C-01A-11R-A239-07	TCGA-B6-A40C
TCGA-A2-A4S1-01A-21R-A266-07	TCGA-A2-A4S1
TCGA-A2-A3XZ-01A-42R-A239-07	TCGA-A2-A3XZ
TCGA-E9-A295-01A-11R-A16F-07	TCGA-E9-A295
TCGA-E9-A1RA-01A-11R-A14D-07	TCGA-E9-A1RA
TCGA-A1-A0SF-01A-11R-A144-07	TCGA-A1-A0SF
TCGA-AC-A3W5-01A-11R-A22K-07	TCGA-AC-A3W5
TCGA-S3-AA17-01A-11R-A41B-07	TCGA-S3-AA17
TCGA-5T-A9QA-01A-11R-A41B-07	TCGA-5T-A9QA
TCGA-E9-A227-01A-11R-A157-07	TCGA-E9-A227
TCGA-E2-A3DX-01A-21R-A213-07	TCGA-E2-A3DX
TCGA-BH-A0HK-01A-11R-A056-07	TCGA-BH-A0HK
TCGA-PE-A5DE-01A-11R-A27Q-07	TCGA-PE-A5DE
TCGA-BH-A0RX-01A-21R-A084-07	TCGA-BH-A0RX
TCGA-AC-A8OQ-01A-11R-A41B-07	TCGA-AC-A8OQ
TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0DH
TCGA-E9-A2JT-01A-22R-A18M-07	TCGA-E9-A2JT
TCGA-E9-A1NH-01A-11R-A14D-07	TCGA-E9-A1NH
TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0XR
TCGA-E9-A5FK-01A-11R-A27Q-07	TCGA-E9-A5FK
TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A203
TCGA-OL-A66N-01A-12R-A31O-07	TCGA-OL-A66N
TCGA-LL-A5YM-01A-11R-A28M-07	TCGA-LL-A5YM
TCGA-LL-A73Y-01A-11R-A33J-07	TCGA-LL-A73Y
TCGA-GM-A2DD-01A-11R-A180-07	TCGA-GM-A2DD
TCGA-AR-A0TP-01A-11R-A084-07	TCGA-AR-A0TP
TCGA-E2-A107-01A-11R-A10J-07	TCGA-E2-A107
TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AO-A12B
TCGA-A2-A3XS-01A-11R-A22U-07	TCGA-A2-A3XS
TCGA-A7-A3J1-01A-11R-A213-07	TCGA-A7-A3J1
TCGA-S3-AA14-01A-11R-A41B-07	TCGA-S3-AA14
TCGA-D8-A1XM-01A-21R-A14M-07	TCGA-D8-A1XM
TCGA-EW-A6SC-01A-12R-A32P-07	TCGA-EW-A6SC
TCGA-AR-A1AK-01A-21R-A12P-07	TCGA-AR-A1AK
TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A0AU
TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-D8-A1Y1
TCGA-A2-A0T5-01A-21R-A084-07	TCGA-A2-A0T5
TCGA-LD-A66U-01A-11R-A31O-07	TCGA-LD-A66U
TCGA-A2-A0CT-01A-31R-A056-07	TCGA-A2-A0CT
TCGA-D8-A27L-01A-11R-A16F-07	TCGA-D8-A27L
TCGA-BH-A0E1-01A-11R-A056-07	TCGA-BH-A0E1
TCGA-AO-A1KP-01A-11R-A13Q-07	TCGA-AO-A1KP
TCGA-EW-A1OX-01A-11R-A144-07	TCGA-EW-A1OX
TCGA-AR-A1AY-01A-21R-A12P-07	TCGA-AR-A1AY
TCGA-AR-A0TV-01A-21R-A084-07	TCGA-AR-A0TV
TCGA-D8-A1J8-01A-11R-A13Q-07	TCGA-D8-A1J8
TCGA-EW-A1IY-01A-11R-A13Q-07	TCGA-EW-A1IY
TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1RH
TCGA-E2-A573-01A-11R-A29R-07	TCGA-E2-A573
TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-BH-A1FC
TCGA-OL-A5RU-01A-11R-A28M-07	TCGA-OL-A5RU
TCGA-AR-A1AI-01A-11R-A12P-07	TCGA-AR-A1AI
TCGA-B6-A2IU-01A-32R-A18M-07	TCGA-B6-A2IU
TCGA-LL-A5YO-01A-21R-A28M-07	TCGA-LL-A5YO
TCGA-AR-A1AQ-01A-11R-A12P-07	TCGA-AR-A1AQ
TCGA-A7-A6VW-01A-21R-A33J-07	TCGA-A7-A6VW
TCGA-AC-A3TN-01A-11R-A22K-07	TCGA-AC-A3TN
TCGA-EW-A1P0-01A-11R-A144-07	TCGA-EW-A1P0
TCGA-A2-A0SW-01A-11R-A084-07	TCGA-A2-A0SW
TCGA-E9-A3HO-01A-11R-A213-07	TCGA-E9-A3HO
TCGA-XX-A899-01A-11R-A36F-07	TCGA-XX-A899
TCGA-BH-A1FR-01A-11R-A13Q-07	TCGA-BH-A1FR
TCGA-BH-A0DS-01A-11R-A056-07	TCGA-BH-A0DS
TCGA-A2-A0EU-01A-22R-A056-07	TCGA-A2-A0EU
TCGA-AC-A3EH-01A-22R-A22K-07	TCGA-AC-A3EH
TCGA-E9-A245-01A-22R-A16F-07	TCGA-E9-A245
TCGA-E9-A2JS-01A-11R-A180-07	TCGA-E9-A2JS
TCGA-B6-A40B-01A-11R-A239-07	TCGA-B6-A40B
TCGA-BH-A0E2-01A-11R-A056-07	TCGA-BH-A0E2
TCGA-AO-A125-01A-11R-A10J-07	TCGA-AO-A125
TCGA-A8-A0A6-01A-12R-A056-07	TCGA-A8-A0A6
TCGA-A7-A13H-01A-11R-A22K-07	TCGA-A7-A13H
TCGA-D8-A73X-01A-11R-A32P-07	TCGA-D8-A73X
TCGA-A7-A425-01A-11R-A24H-07	TCGA-A7-A425
TCGA-AO-A0JA-01A-11R-A056-07	TCGA-AO-A0JA
TCGA-A2-A0YF-01A-21R-A109-07	TCGA-A2-A0YF
TCGA-BH-A0W3-01A-11R-A109-07	TCGA-BH-A0W3
TCGA-OL-A66L-01A-12R-A31O-07	TCGA-OL-A66L
TCGA-AR-A2LO-01A-31R-A18M-07	TCGA-AR-A2LO
TCGA-A8-A0AD-01A-11R-A056-07	TCGA-A8-A0AD
TCGA-E2-A1AZ-01A-11R-A12P-07	TCGA-E2-A1AZ
TCGA-A2-A25A-01A-12R-A16F-07	TCGA-A2-A25A
TCGA-E2-A1IH-01A-11R-A13Q-07	TCGA-E2-A1IH
TCGA-D8-A73W-01A-22R-A352-07	TCGA-D8-A73W
TCGA-B6-A0WW-01A-11R-A109-07	TCGA-B6-A0WW
TCGA-AC-A2FE-01A-11R-A19W-07	TCGA-AC-A2FE
TCGA-A7-A56D-01A-11R-A27Q-07	TCGA-A7-A56D
TCGA-AO-A0JI-01A-21R-A056-07	TCGA-AO-A0JI
TCGA-E9-A3Q9-01A-11R-A21T-07	TCGA-E9-A3Q9
TCGA-E9-A5FL-01A-11R-A27Q-07	TCGA-E9-A5FL
TCGA-A2-A1G4-01A-11R-A13Q-07	TCGA-A2-A1G4
TCGA-E2-A106-01A-11R-A10J-07	TCGA-E2-A106
TCGA-E9-A3QA-01A-61R-A22K-07	TCGA-E9-A3QA
TCGA-GM-A2DA-01A-11R-A18M-07	TCGA-GM-A2DA
TCGA-A2-A0YG-01A-21R-A109-07	TCGA-A2-A0YG
TCGA-EW-A1IZ-01A-11R-A13Q-07	TCGA-EW-A1IZ
TCGA-EW-A1PD-01A-11R-A144-07	TCGA-EW-A1PD
TCGA-AN-A0XN-01A-21R-A109-07	TCGA-AN-A0XN
TCGA-AR-A0TX-01A-11R-A084-07	TCGA-AR-A0TX
TCGA-E2-A1L8-01A-11R-A13Q-07	TCGA-E2-A1L8
TCGA-A2-A4RX-01A-11R-A266-07	TCGA-A2-A4RX
TCGA-LL-A5YN-01A-11R-A28M-07	TCGA-LL-A5YN
TCGA-E2-A2P6-01A-11R-A19W-07	TCGA-E2-A2P6
TCGA-C8-A26W-01A-11R-A16F-07	TCGA-C8-A26W
TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-E9-A1N5
TCGA-S3-A6ZF-01A-32R-A32P-07	TCGA-S3-A6ZF
TCGA-BH-A0B6-01A-11R-A19W-07	TCGA-BH-A0B6
TCGA-AC-A8OR-01A-21R-A41B-07	TCGA-AC-A8OR
TCGA-S3-AA15-01A-11R-A41B-07	TCGA-S3-AA15
TCGA-PL-A8LX-01A-11R-A41B-07	TCGA-PL-A8LX
TCGA-BH-A0HY-01A-11R-A056-07	TCGA-BH-A0HY
TCGA-A2-A0YE-01A-11R-A109-07	TCGA-A2-A0YE
TCGA-C8-A1HM-01A-12R-A137-07	TCGA-C8-A1HM
TCGA-A7-A4SD-01A-11R-A266-07	TCGA-A7-A4SD
TCGA-EW-A1PA-01A-11R-A144-07	TCGA-EW-A1PA
TCGA-AR-A2LK-01A-11R-A180-07	TCGA-AR-A2LK
TCGA-EW-A1J6-01A-11R-A13Q-07	TCGA-EW-A1J6
TCGA-B6-A0X7-01A-11R-A10J-07	TCGA-B6-A0X7
TCGA-AC-A3YJ-01A-11R-A22U-07	TCGA-AC-A3YJ
TCGA-D8-A27M-01A-11R-A16F-07	TCGA-D8-A27M
TCGA-AR-A5QP-01A-11R-A28M-07	TCGA-AR-A5QP
TCGA-EW-A1OV-01A-11R-A144-07	TCGA-EW-A1OV
TCGA-BH-A0H6-01A-21R-A056-07	TCGA-BH-A0H6
TCGA-D8-A1XJ-01A-11R-A14M-07	TCGA-D8-A1XJ
TCGA-A2-A1FX-01A-11R-A13Q-07	TCGA-A2-A1FX
TCGA-A2-A0YL-01A-21R-A109-07	TCGA-A2-A0YL
TCGA-C8-A1HE-01A-11R-A13Q-07	TCGA-C8-A1HE
TCGA-EW-A1PE-01A-11R-A144-07	TCGA-EW-A1PE
TCGA-E2-A1IL-01A-11R-A14D-07	TCGA-E2-A1IL
TCGA-PE-A5DD-01A-12R-A27Q-07	TCGA-PE-A5DD
TCGA-C8-A1HO-01A-11R-A13Q-07	TCGA-C8-A1HO
TCGA-D8-A1JL-01A-11R-A13Q-07	TCGA-D8-A1JL
TCGA-AO-A0JF-01A-11R-A056-07	TCGA-AO-A0JF
TCGA-GM-A5PX-01A-12R-A28M-07	TCGA-GM-A5PX
TCGA-E9-A1ND-01A-11R-A144-07	TCGA-E9-A1ND
TCGA-A7-A13D-01A-13R-A277-07	TCGA-A7-A13D
TCGA-B6-A401-01A-11R-A239-07	TCGA-B6-A401
TCGA-D8-A1X8-01A-11R-A14M-07	TCGA-D8-A1X8
TCGA-AC-A23C-01A-12R-A169-07	TCGA-AC-A23C
TCGA-5L-AAT0-01A-12R-A41B-07	TCGA-5L-AAT0
TCGA-BH-A202-01A-11R-A14M-07	TCGA-BH-A202
TCGA-D8-A1XW-01A-11R-A14M-07	TCGA-D8-A1XW
TCGA-EW-A2FR-01A-11R-A21T-07	TCGA-EW-A2FR
TCGA-EW-A1PB-01A-11R-A144-07	TCGA-EW-A1PB
TCGA-AC-A2FM-01A-11R-A19W-07	TCGA-AC-A2FM
TCGA-E2-A105-01A-11R-A10J-07	TCGA-E2-A105
TCGA-AR-A1AX-01A-11R-A12P-07	TCGA-AR-A1AX
TCGA-EW-A1OW-01A-21R-A144-07	TCGA-EW-A1OW
TCGA-AC-A2FO-01A-11R-A180-07	TCGA-AC-A2FO
TCGA-A2-A04R-01A-41R-A109-07	TCGA-A2-A04R
TCGA-AR-A1AM-01A-41R-A22K-07	TCGA-AR-A1AM
TCGA-E2-A1LG-01A-21R-A14M-07	TCGA-E2-A1LG
TCGA-EW-A2FV-01A-11R-A17B-07	TCGA-EW-A2FV
TCGA-E2-A576-01A-11R-A31O-07	TCGA-E2-A576
TCGA-D8-A1X5-01A-11R-A14D-07	TCGA-D8-A1X5
TCGA-AR-A1AR-01A-31R-A137-07	TCGA-AR-A1AR
TCGA-C8-A3M8-01A-11R-A213-07	TCGA-C8-A3M8
TCGA-AO-A1KO-01A-31R-A13Q-07	TCGA-AO-A1KO
TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-BH-A1FU
TCGA-A1-A0SE-01A-11R-A084-07	TCGA-A1-A0SE
TCGA-OL-A5D6-01A-21R-A27Q-07	TCGA-OL-A5D6
TCGA-D8-A27P-01A-11R-A16F-07	TCGA-D8-A27P
TCGA-AR-A0TR-01A-11R-A084-07	TCGA-AR-A0TR
TCGA-AC-A2QI-01A-12R-A19W-07	TCGA-AC-A2QI
TCGA-BH-A0AW-01A-11R-A056-07	TCGA-BH-A0AW
TCGA-AQ-A1H2-01A-11R-A13Q-07	TCGA-AQ-A1H2
TCGA-A7-A6VY-01A-12R-A33J-07	TCGA-A7-A6VY
TCGA-AO-A129-01A-21R-A10J-07	TCGA-AO-A129
TCGA-E9-A1R0-01A-22R-A16F-07	TCGA-E9-A1R0
TCGA-EW-A1P1-01A-31R-A14D-07	TCGA-EW-A1P1
TCGA-AR-A0TZ-01A-12R-A084-07	TCGA-AR-A0TZ
TCGA-GM-A2DL-01A-11R-A18M-07	TCGA-GM-A2DL
TCGA-E2-A109-01A-11R-A10J-07	TCGA-E2-A109
TCGA-C8-A27B-01A-11R-A169-07	TCGA-C8-A27B
TCGA-E2-A2P5-01A-11R-A19W-07	TCGA-E2-A2P5
TCGA-AR-A5QQ-01A-11R-A28M-07	TCGA-AR-A5QQ
TCGA-OL-A5DA-01A-11R-A27Q-07	TCGA-OL-A5DA
TCGA-E9-A1R6-01A-11R-A14D-07	TCGA-E9-A1R6
TCGA-LQ-A4E4-01A-11R-A266-07	TCGA-LQ-A4E4
TCGA-C8-A27A-01A-11R-A169-07	TCGA-C8-A27A
TCGA-E9-A1NE-01A-21R-A14M-07	TCGA-E9-A1NE
TCGA-A2-A25D-01A-12R-A16F-07	TCGA-A2-A25D
