initial_alias	converted_alias	name
ENSG00000265828	hsa-mir-3939	MIR3939
ENSG00000266245	hsa-mir-4644	MIR4644
ENSG00000199023	hsa-mir-339	MIR339
ENSG00000265089	hsa-mir-4655	MIR4655
ENSG00000284047	hsa-mir-6836	MIR6836
ENSG00000264357	hsa-mir-4648	MIR4648
ENSG00000264474	hsa-mir-4656	MIR4656
ENSG00000207973	hsa-mir-589	MIR589
ENSG00000283419	hsa-mir-6874	MIR6874
ENSG00000266287	hsa-mir-3683	MIR3683
ENSG00000221393	hsa-mir-1302-6	MIR1302-6
ENSG00000265932	hsa-mir-3146	MIR3146
ENSG00000221783	hsa-mir-1183	MIR1183
ENSG00000199085	hsa-mir-148a	MIR148A
ENSG00000283745	hsa-mir-196b	MIR196B
ENSG00000212024	hsa-mir-550a-3	MIR550A3
ENSG00000207771	hsa-mir-550a-1	MIR550A1
ENSG00000283237	hsa-mir-550b-1	MIR550B1
ENSG00000283461	hsa-mir-550b-2	MIR550B2
ENSG00000207573	hsa-mir-550a-2	MIR550A2
ENSG00000221669	hsa-mir-548n	MIR548N
ENSG00000221325	hsa-mir-1200	MIR1200
ENSG00000264069	hsa-mir-3943	MIR3943
ENSG00000284067	hsa-mir-6837	MIR6837
ENSG00000283969	hsa-mir-6838	MIR6838
ENSG00000284412	hsa-mir-4649	MIR4649
ENSG00000284261	hsa-mir-4657	MIR4657
ENSG00000264426	hsa-mir-4283-1	MIR4283-1
ENSG00000266168	hsa-mir-3147	MIR3147
ENSG00000265214	hsa-mir-4283-2	MIR4283-2
ENSG00000275667	hsa-mir-6839	MIR6839
ENSG00000266525	hsa-mir-4650-1	MIR4650-1
ENSG00000265878	hsa-mir-3914-1	MIR3914-1
ENSG00000283278	hsa-mir-3914-2	MIR3914-2
ENSG00000264494	hsa-mir-4650-2	MIR4650-2
ENSG00000265724	hsa-mir-4284	MIR4284
ENSG00000207741	hsa-mir-590	MIR590
ENSG00000284334	hsa-mir-4651	MIR4651
ENSG00000221520	hsa-mir-1285-1	MIR1285-1
ENSG00000208014	hsa-mir-653	MIR653
ENSG00000207656	hsa-mir-489	MIR489
ENSG00000265423	hsa-mir-4652	MIR4652
ENSG00000208025	hsa-mir-591	MIR591
ENSG00000266318	hsa-mir-5692a-1	MIR5692A1
ENSG00000266668	hsa-mir-5692c-2	MIR5692C2
ENSG00000266019	hsa-mir-3609	MIR3609
ENSG00000207547	hsa-mir-25	MIR25
ENSG00000207757	hsa-mir-93	MIR93
ENSG00000208036	hsa-mir-106b	MIR106B
ENSG00000284518	hsa-mir-4658	MIR4658
ENSG00000284012	hsa-mir-6840	MIR6840
ENSG00000283821	hsa-mir-6875	MIR6875
ENSG00000264425	hsa-mir-4653	MIR4653
ENSG00000264675	hsa-mir-4285	MIR4285
ENSG00000221510	hsa-mir-548o	MIR548O
ENSG00000284176	hsa-mir-5090	MIR5090
ENSG00000284596	hsa-mir-4467	MIR4467
ENSG00000272230	hsa-mir-3666	MIR3666
ENSG00000283923	hsa-mir-6132	MIR6132
ENSG00000207692	hsa-mir-592	MIR592
ENSG00000207588	hsa-mir-593	MIR593
ENSG00000207705	hsa-mir-129-1	MIR129-1
ENSG00000207990	hsa-mir-182	MIR182
ENSG00000199158	hsa-mir-96	MIR96
ENSG00000207691	hsa-mir-183	MIR183
ENSG00000199043	hsa-mir-335	MIR335
ENSG00000284032	hsa-mir-29a	MIR29A
ENSG00000283797	hsa-mir-29b-1	MIR29B1
ENSG00000284135	hsa-mir-3654	MIR3654
ENSG00000276137	hsa-mir-6133	MIR6133
ENSG00000277138	hsa-mir-6509	MIR6509
ENSG00000207597	hsa-mir-490	MIR490
ENSG00000284028	hsa-mir-4468	MIR4468
ENSG00000278449	hsa-mir-6892	MIR6892
ENSG00000221442	hsa-mir-548f-4	MIR548F4
ENSG00000284191	hsa-mir-671	MIR671
ENSG00000265810	hsa-mir-3907	MIR3907
ENSG00000207960	hsa-mir-153-2	MIR153-2
ENSG00000207637	hsa-mir-595	MIR595
ENSG00000265598	hsa-mir-5707	MIR5707
ENSG00000265658	hsa-mir-3690-1	MIR3690
ENSG00000265658	hsa-mir-3690-2	MIR3690
ENSG00000277120	hsa-mir-6089-1	MIR6089
ENSG00000277120	hsa-mir-6089-2	MIR6089
ENSG00000265284	hsa-mir-4770	MIR4770
ENSG00000264268	hsa-mir-4767	MIR4767
ENSG00000207628	hsa-mir-651	MIR651
ENSG00000263652	hsa-mir-548ax	MIR548AX
ENSG00000283493	hsa-mir-6086	MIR6086
ENSG00000265144	hsa-mir-548am	MIR548AM
ENSG00000265465	hsa-mir-4768	MIR4768
ENSG00000264566	hsa-mir-23c	MIR23C
ENSG00000277569	hsa-mir-6134	MIR6134
ENSG00000264090	hsa-mir-4666b	MIR4666B
ENSG00000263600	hsa-mir-3915	MIR3915
ENSG00000221348	hsa-mir-548f-5	MIR548F5
ENSG00000221466	hsa-mir-548aj-2	MIR548AJ2
ENSG00000263730	hsa-mir-3937	MIR3937
ENSG00000263972	hsa-mir-1587	MIR1587
ENSG00000207870	hsa-mir-221	MIR221
ENSG00000207725	hsa-mir-222	MIR222
ENSG00000263858	hsa-mir-4769	MIR4769
ENSG00000207758	hsa-mir-532	MIR532
ENSG00000207768	hsa-mir-188	MIR188
ENSG00000207785	hsa-mir-500a	MIR500A
ENSG00000208015	hsa-mir-362	MIR362
ENSG00000211538	hsa-mir-501	MIR501
ENSG00000239057	hsa-mir-500b	MIR500B
ENSG00000207970	hsa-mir-660	MIR660
ENSG00000272080	hsa-mir-502	MIR502
ENSG00000275335	hsa-mir-8088	MIR8088
ENSG00000276575	hsa-mir-6895	MIR6895
ENSG00000277474	hsa-mir-6894	MIR6894
ENSG00000278204	hsa-mir-6857	MIR6857
ENSG00000271886	hsa-mir-98	MIR98
ENSG00000208012	hsa-let-7f-2	MIRLET7F2
ENSG00000283334	hsa-mir-4536-1	MIR4536-1
ENSG00000266328	hsa-mir-4536-2	MIR4536-2
ENSG00000222532	hsa-mir-1468	MIR1468
ENSG00000284567	hsa-mir-223	MIR223
ENSG00000211991	hsa-mir-676	MIR676
ENSG00000202566	hsa-mir-421	MIR421
ENSG00000212027	hsa-mir-374b	MIR374B
ENSG00000283534	hsa-mir-374c	MIR374C
ENSG00000207820	hsa-mir-545	MIR545
ENSG00000199168	hsa-mir-374a	MIR374A
ENSG00000283242	hsa-mir-384	MIR384
ENSG00000207995	hsa-mir-325	MIR325
ENSG00000283622	hsa-mir-4328	MIR4328
ENSG00000221494	hsa-mir-548i-4	MIR548I4
ENSG00000283435	hsa-mir-1321	MIR1321
ENSG00000199051	hsa-mir-361	MIR361
ENSG00000221187	hsa-mir-548m	MIR548M
ENSG00000263515	hsa-mir-548an	MIR548AN
ENSG00000208013	hsa-mir-652	MIR652
ENSG00000265584	hsa-mir-3978	MIR3978
ENSG00000283775	hsa-mir-4329	MIR4329
ENSG00000212100	hsa-mir-764	MIR764
ENSG00000222321	hsa-mir-1912	MIR1912
ENSG00000276158	hsa-mir-1264	MIR1264
ENSG00000221710	hsa-mir-1298	MIR1298
ENSG00000222715	hsa-mir-1911	MIR1911
ENSG00000199001	hsa-mir-448	MIR448
ENSG00000221463	hsa-mir-1277	MIR1277
ENSG00000211578	hsa-mir-766	MIR766
ENSG00000265456	hsa-mir-3672	MIR3672
ENSG00000284499	hsa-mir-363	MIR363
ENSG00000284538	hsa-mir-92a-2	MIR92A2
ENSG00000284107	hsa-mir-19b-2	MIR19B2
ENSG00000284043	hsa-mir-20b	MIR20B
ENSG00000283931	hsa-mir-18b	MIR18B
ENSG00000284157	hsa-mir-106a	MIR106A
ENSG00000216001	hsa-mir-450b	MIR450B
ENSG00000199132	hsa-mir-450a-1	MIR450A1
ENSG00000207755	hsa-mir-450a-2	MIR450A2
ENSG00000207784	hsa-mir-542	MIR542
ENSG00000208005	hsa-mir-503	MIR503
ENSG00000284231	hsa-mir-424	MIR424
ENSG00000216060	hsa-mir-934	MIR934
ENSG00000207800	hsa-mir-504	MIR504
ENSG00000207633	hsa-mir-505	MIR505
ENSG00000252219	hsa-mir-892c	MIR892C
ENSG00000216075	hsa-mir-890	MIR890
ENSG00000216005	hsa-mir-888	MIR888
ENSG00000215943	hsa-mir-892a	MIR892A
ENSG00000216098	hsa-mir-892b	MIR892B
ENSG00000216064	hsa-mir-891b	MIR891B
ENSG00000216056	hsa-mir-891a	MIR891A
ENSG00000216171	hsa-mir-513c	MIR513C
ENSG00000207871	hsa-mir-513b	MIR513B
ENSG00000207873	hsa-mir-513a-1	MIR513A1
ENSG00000207984	hsa-mir-513a-2	MIR513A2
ENSG00000207731	hsa-mir-506	MIR506
ENSG00000207969	hsa-mir-507	MIR507
ENSG00000207589	hsa-mir-508	MIR508
ENSG00000252583	hsa-mir-514b	MIR514B
ENSG00000212013	hsa-mir-509-2	MIR509-2
ENSG00000212014	hsa-mir-509-3	MIR509-3
ENSG00000208000	hsa-mir-509-1	MIR509-1
ENSG00000207641	hsa-mir-510	MIR510
ENSG00000207868	hsa-mir-514a-1	MIR514A1
ENSG00000207866	hsa-mir-514a-2	MIR514A2
ENSG00000207867	hsa-mir-514a-3	MIR514A3
ENSG00000252454	hsa-mir-2114	MIR2114
ENSG00000265789	hsa-mir-4330	MIR4330
ENSG00000284363	hsa-mir-224	MIR224
ENSG00000283751	hsa-mir-452	MIR452
ENSG00000207957	hsa-mir-105-1	MIR105-1
ENSG00000211583	hsa-mir-767	MIR767
ENSG00000207818	hsa-mir-105-2	MIR105-2
ENSG00000265176	hsa-mir-3202-1	MIR3202-1
ENSG00000283694	hsa-mir-3202-2	MIR3202-2
ENSG00000284286	hsa-mir-718	MIR718
ENSG00000276350	hsa-mir-6858	MIR6858
ENSG00000284450	hsa-mir-664b	MIR664B
ENSG00000221533	hsa-mir-1184-1	MIR1184-1
ENSG00000221190	hsa-mir-1184-2	MIR1184-2
ENSG00000221603	hsa-mir-1184-3	MIR1184-3
ENSG00000283858	hsa-mir-3674	MIR3674
ENSG00000207826	hsa-mir-596	MIR596
ENSG00000273593	hsa-mir-7160	MIR7160
ENSG00000276580	hsa-mir-8055	MIR8055
ENSG00000266038	hsa-mir-4659a	MIR4659A
ENSG00000283386	hsa-mir-4659b	MIR4659B
ENSG00000221305	hsa-mir-548i-3	MIR548I3
ENSG00000263407	hsa-mir-4660	MIR4660
ENSG00000207701	hsa-mir-597	MIR597
ENSG00000284321	hsa-mir-124-1	MIR124-1
ENSG00000263762	hsa-mir-4286	MIR4286
ENSG00000283210	hsa-mir-1322	MIR1322
ENSG00000207600	hsa-mir-598	MIR598
ENSG00000264512	hsa-mir-5692a-2	MIR5692A2
ENSG00000266206	hsa-mir-3926-1	MIR3926-1
ENSG00000283523	hsa-mir-3926-2	MIR3926-2
ENSG00000199127	hsa-mir-383	MIR383
ENSG00000265520	hsa-mir-548v	MIR548V
ENSG00000283327	hsa-mir-6841	MIR6841
ENSG00000274988	hsa-mir-6876	MIR6876
ENSG00000221616	hsa-mir-548h-4	MIR548H4
ENSG00000273836	hsa-mir-6842	MIR6842
ENSG00000284280	hsa-mir-6843	MIR6843
ENSG00000265075	hsa-mir-3622b	MIR3622B
ENSG00000284351	hsa-mir-3622a	MIR3622A
ENSG00000265847	hsa-mir-4287	MIR4287
ENSG00000265251	hsa-mir-4288	MIR4288
ENSG00000264788	hsa-mir-3148	MIR3148
ENSG00000263372	hsa-mir-548ao	MIR548AO
ENSG00000274705	hsa-mir-486-1	MIR486-1
ENSG00000283450	hsa-mir-486-2	MIR486-2
ENSG00000284062	hsa-mir-4469	MIR4469
ENSG00000264408	hsa-mir-4470	MIR4470
ENSG00000207816	hsa-mir-124-2	MIR124-2
ENSG00000266502	hsa-mir-5681a	MIR5681A
ENSG00000283505	hsa-mir-5681b	MIR5681B
ENSG00000283188	hsa-mir-2052	MIR2052
ENSG00000266712	hsa-mir-3149	MIR3149
ENSG00000265588	hsa-mir-5708	MIR5708
ENSG00000266194	hsa-mir-4661	MIR4661
ENSG00000277063	hsa-mir-8084	MIR8084
ENSG00000284288	hsa-mir-378d-2	MIR378D2
ENSG00000284147	hsa-mir-3150b	MIR3150B
ENSG00000283522	hsa-mir-3150a	MIR3150A
ENSG00000207804	hsa-mir-599	MIR599
ENSG00000216069	hsa-mir-875	MIR875
ENSG00000265599	hsa-mir-4471	MIR4471
ENSG00000284570	hsa-mir-7705	MIR7705
ENSG00000266756	hsa-mir-5680	MIR5680
ENSG00000265657	hsa-mir-3151	MIR3151
ENSG00000208032	hsa-mir-548a-3	MIR548A3
ENSG00000238399	hsa-mir-2053	MIR2053
ENSG00000283956	hsa-mir-3610	MIR3610
ENSG00000276479	hsa-mir-548az	MIR548AZ
ENSG00000266324	hsa-mir-4663	MIR4663
ENSG00000283172	hsa-mir-548d-1	MIR548D1
ENSG00000207704	hsa-mir-548aa-1	MIR548AA1
ENSG00000284087	hsa-mir-6844	MIR6844
ENSG00000263735	hsa-mir-4662b	MIR4662B
ENSG00000283609	hsa-mir-4662a	MIR4662A
ENSG00000283710	hsa-mir-1204	MIR1204
ENSG00000221771	hsa-mir-1205	MIR1205
ENSG00000283200	hsa-mir-1206	MIR1206
ENSG00000221176	hsa-mir-1207	MIR1207
ENSG00000221261	hsa-mir-1208	MIR1208
ENSG00000263763	hsa-mir-3686	MIR3686
ENSG00000264653	hsa-mir-5194	MIR5194
ENSG00000276961	hsa-mir-7848	MIR7848
ENSG00000207582	hsa-mir-30b	MIR30B
ENSG00000199153	hsa-mir-30d	MIR30D
ENSG00000254324	hsa-mir-151a	MIR151A
ENSG00000221768	hsa-mir-1302-7	MIR1302-7
ENSG00000265247	hsa-mir-4472-1	MIR4472-1
ENSG00000265660	hsa-mir-4664	MIR4664
ENSG00000284224	hsa-mir-937	MIR937
ENSG00000284142	hsa-mir-6845	MIR6845
ENSG00000207574	hsa-mir-661	MIR661
ENSG00000277888	hsa-mir-6846	MIR6846
ENSG00000284200	hsa-mir-6847	MIR6847
ENSG00000284054	hsa-mir-7112	MIR7112
ENSG00000284229	hsa-mir-6848	MIR6848
ENSG00000284310	hsa-mir-939	MIR939
ENSG00000284139	hsa-mir-1234	MIR1234
ENSG00000283770	hsa-mir-6849	MIR6849
ENSG00000276598	hsa-mir-6893	MIR6893
ENSG00000283764	hsa-mir-6850	MIR6850
ENSG00000283921	hsa-mir-1302-9	MIR1302-9
ENSG00000199065	hsa-mir-101-2	MIR101-2
ENSG00000263575	hsa-mir-4665	MIR4665
ENSG00000264638	hsa-mir-3152	MIR3152
ENSG00000263790	hsa-mir-4473	MIR4473
ENSG00000264941	hsa-mir-4474	MIR4474
ENSG00000207609	hsa-mir-491	MIR491
ENSG00000199177	hsa-mir-31	MIR31
ENSG00000215966	hsa-mir-876	MIR876
ENSG00000215939	hsa-mir-873	MIR873
ENSG00000275651	hsa-mir-6851	MIR6851
ENSG00000263892	hsa-mir-4667	MIR4667
ENSG00000284195	hsa-mir-6852	MIR6852
ENSG00000273945	hsa-mir-6853	MIR6853
ENSG00000266255	hsa-mir-4475	MIR4475
ENSG00000264922	hsa-mir-4540	MIR4540
ENSG00000265368	hsa-mir-4476	MIR4476
ENSG00000275377	hsa-mir-1299	MIR1299
ENSG00000276029	hsa-mir-4477a	MIR4477A
ENSG00000266017	hsa-mir-4477b	MIR4477B
ENSG00000207935	hsa-mir-204	MIR204
ENSG00000284179	hsa-mir-7-1	MIR7-1
ENSG00000265873	hsa-mir-4289	MIR4289
ENSG00000265112	hsa-mir-3153	MIR3153
ENSG00000263967	hsa-mir-4290	MIR4290
ENSG00000266855	hsa-mir-3910-1	MIR3910-1
ENSG00000283351	hsa-mir-3910-2	MIR3910-2
ENSG00000281156	hsa-mir-3651	MIR3651
ENSG00000264158	hsa-mir-4670	MIR4670
ENSG00000283146	hsa-mir-548au	MIR548AU
ENSG00000265347	hsa-mir-4291	MIR4291
ENSG00000199165	hsa-let-7a-1	MIRLET7A1
ENSG00000199072	hsa-let-7f-1	MIRLET7F1
ENSG00000199133	hsa-let-7d	MIRLET7D
ENSG00000252153	hsa-mir-2278	MIR2278
ENSG00000274115	hsa-mir-6081	MIR6081
ENSG00000207563	hsa-mir-23b	MIR23B
ENSG00000207864	hsa-mir-27b	MIR27B
ENSG00000207617	hsa-mir-3074	MIR3074
ENSG00000284459	hsa-mir-24-1	MIR24-1
ENSG00000221269	hsa-mir-1302-8	MIR1302-8
ENSG00000278412	hsa-mir-6854	MIR6854
ENSG00000277889	hsa-mir-8081	MIR8081
ENSG00000207698	hsa-mir-32	MIR32
ENSG00000263861	hsa-mir-3927	MIR3927
ENSG00000274263	hsa-mir-7702	MIR7702
ENSG00000266315	hsa-mir-4668	MIR4668
ENSG00000207726	hsa-mir-455	MIR455
ENSG00000207814	hsa-mir-147a	MIR147A
ENSG00000266583	hsa-mir-4478	MIR4478
ENSG00000283941	hsa-mir-600	MIR600
ENSG00000207991	hsa-mir-601	MIR601
ENSG00000274932	hsa-mir-7150	MIR7150
ENSG00000207595	hsa-mir-181a-2	MIR181A2
ENSG00000207737	hsa-mir-181b-2	MIR181B2
ENSG00000283874	hsa-mir-3911	MIR3911
ENSG00000283863	hsa-mir-3960	MIR3960
ENSG00000284547	hsa-mir-2861	MIR2861
ENSG00000263979	hsa-mir-4672	MIR4672
ENSG00000207581	hsa-mir-199b	MIR199B
ENSG00000264823	hsa-mir-3154	MIR3154
ENSG00000284185	hsa-mir-219a-2	MIR219A2
ENSG00000283335	hsa-mir-219b	MIR219B
ENSG00000276124	hsa-mir-6855	MIR6855
ENSG00000277713	hsa-mir-6856	MIR6856
ENSG00000263816	hsa-mir-548aw	MIR548AW
ENSG00000273932	hsa-mir-6877	MIR6877
ENSG00000263897	hsa-mir-4669	MIR4669
ENSG00000264744	hsa-mir-3689c	MIR3689C
ENSG00000265872	hsa-mir-3689a	MIR3689A
ENSG00000265848	hsa-mir-3689d-1	MIR3689D1
ENSG00000264163	hsa-mir-3689b	MIR3689B
ENSG00000264136	hsa-mir-3689d-2	MIR3689D2
ENSG00000266827	hsa-mir-3689e	MIR3689E
ENSG00000266514	hsa-mir-3689f	MIR3689F
ENSG00000263403	hsa-mir-4673	MIR4673
ENSG00000265181	hsa-mir-4674	MIR4674
ENSG00000199161	hsa-mir-126	MIR126
ENSG00000278756	hsa-mir-6722	MIR6722
ENSG00000265806	hsa-mir-4292	MIR4292
ENSG00000266507	hsa-mir-4479	MIR4479
ENSG00000263697	hsa-mir-3621	MIR3621
ENSG00000284317	hsa-mir-7114	MIR7114
ENSG00000207693	hsa-mir-602	MIR602
ENSG00000283920	hsa-mir-6743	MIR6743
ENSG00000199038	hsa-mir-210	MIR210
ENSG00000275669	hsa-mir-6744	MIR6744
ENSG00000264493	hsa-mir-4298	MIR4298
ENSG00000284594	hsa-mir-7847	MIR7847
ENSG00000284010	hsa-mir-675	MIR675
ENSG00000207805	hsa-mir-483	MIR483
ENSG00000265258	hsa-mir-4686	MIR4686
ENSG00000284525	hsa-mir-4687	MIR4687
ENSG00000221703	hsa-mir-302e	MIR302E
ENSG00000264984	hsa-mir-5691	MIR5691
ENSG00000283813	hsa-mir-4485	MIR4485
ENSG00000266645	hsa-mir-4299	MIR4299
ENSG00000278529	hsa-mir-8070	MIR8070
ENSG00000275373	hsa-mir-6124	MIR6124
ENSG00000284094	hsa-mir-6073	MIR6073
ENSG00000264603	hsa-mir-3159	MIR3159
ENSG00000265210	hsa-mir-4486	MIR4486
ENSG00000264309	hsa-mir-4694	MIR4694
ENSG00000275868	hsa-mir-8054	MIR8054
ENSG00000278483	hsa-mir-8087	MIR8087
ENSG00000207874	hsa-mir-610	MIR610
ENSG00000273912	hsa-mir-8068	MIR8068
ENSG00000251862	hsa-mir-1343	MIR1343
ENSG00000263389	hsa-mir-3973	MIR3973
ENSG00000211568	hsa-mir-670	MIR670
ENSG00000199077	hsa-mir-129-2	MIR129-2
ENSG00000276639	hsa-mir-7154	MIR7154
ENSG00000264102	hsa-mir-4688	MIR4688
ENSG00000265014	hsa-mir-3160-1	MIR3160-1
ENSG00000283497	hsa-mir-3160-2	MIR3160-2
ENSG00000263540	hsa-mir-5582	MIR5582
ENSG00000275208	hsa-mir-6745	MIR6745
ENSG00000264583	hsa-mir-4487	MIR4487
ENSG00000263693	hsa-mir-3161	MIR3161
ENSG00000274770	hsa-mir-6128	MIR6128
ENSG00000208009	hsa-mir-130a	MIR130A
ENSG00000264559	hsa-mir-3162	MIR3162
ENSG00000275344	hsa-mir-6503	MIR6503
ENSG00000266006	hsa-mir-4488	MIR4488
ENSG00000284108	hsa-mir-611	MIR611
ENSG00000284416	hsa-mir-1908	MIR1908
ENSG00000277892	hsa-mir-6746	MIR6746
ENSG00000276102	hsa-mir-6747	MIR6747
ENSG00000284535	hsa-mir-6748	MIR6748
ENSG00000274066	hsa-mir-6514	MIR6514
ENSG00000278359	hsa-mir-7155	MIR7155
ENSG00000221273	hsa-mir-1237	MIR1237
ENSG00000283926	hsa-mir-192	MIR192
ENSG00000284155	hsa-mir-194-2	MIR194-2
ENSG00000274986	hsa-mir-6750	MIR6750
ENSG00000274314	hsa-mir-6749	MIR6749
ENSG00000278851	hsa-mir-6879	MIR6879
ENSG00000284489	hsa-mir-6751	MIR6751
ENSG00000283791	hsa-mir-612	MIR612
ENSG00000266041	hsa-mir-4690	MIR4690
ENSG00000265874	hsa-mir-4489	MIR4489
ENSG00000266423	hsa-mir-3163	MIR3163
ENSG00000283326	hsa-mir-6860	MIR6860
ENSG00000276769	hsa-mir-6752	MIR6752
ENSG00000284293	hsa-mir-7113	MIR7113
ENSG00000284435	hsa-mir-4691	MIR4691
ENSG00000275022	hsa-mir-6753	MIR6753
ENSG00000265539	hsa-mir-3164	MIR3164
ENSG00000221333	hsa-mir-548k	MIR548K
ENSG00000263744	hsa-mir-3664	MIR3664
ENSG00000278349	hsa-mir-6754	MIR6754
ENSG00000263742	hsa-mir-3165	MIR3165
ENSG00000272036	hsa-mir-139	MIR139
ENSG00000265064	hsa-mir-4692	MIR4692
ENSG00000264402	hsa-mir-548al	MIR548AL
ENSG00000265902	hsa-mir-4696	MIR4696
ENSG00000199090	hsa-mir-326	MIR326
ENSG00000211997	hsa-mir-708	MIR708
ENSG00000266570	hsa-mir-5579	MIR5579
ENSG00000264110	hsa-mir-4300	MIR4300
ENSG00000283744	hsa-mir-6755	MIR6755
ENSG00000266581	hsa-mir-3166	MIR3166
ENSG00000266703	hsa-mir-4490	MIR4490
ENSG00000221586	hsa-mir-1261	MIR1261
ENSG00000284458	hsa-mir-1304	MIR1304
ENSG00000221230	hsa-mir-548l	MIR548L
ENSG00000266192	hsa-mir-1260b	MIR1260B
ENSG00000263885	hsa-mir-3920	MIR3920
ENSG00000264200	hsa-mir-4693	MIR4693
ENSG00000264032	hsa-mir-4491	MIR4491
ENSG00000207811	hsa-mir-34b	MIR34B
ENSG00000207562	hsa-mir-34c	MIR34C
ENSG00000265140	hsa-mir-4301	MIR4301
ENSG00000284246	hsa-mir-6716	MIR6716
ENSG00000264211	hsa-mir-4492	MIR4492
ENSG00000284148	hsa-mir-6756	MIR6756
ENSG00000207971	hsa-mir-125b-1	MIR125B1
ENSG00000198975	hsa-let-7a-2	MIRLET7A2
ENSG00000207994	hsa-mir-100	MIR100
ENSG00000265357	hsa-mir-4493	MIR4493
ENSG00000266215	hsa-mir-3167	MIR3167
ENSG00000276176	hsa-mir-6090	MIR6090
ENSG00000274999	hsa-mir-8052	MIR8052
ENSG00000284020	hsa-mir-4697	MIR4697
ENSG00000263511	hsa-mir-5699	MIR5699
ENSG00000278069	hsa-mir-6072	MIR6072
ENSG00000274809	hsa-mir-6078	MIR6078
ENSG00000263628	hsa-mir-3155a	MIR3155A
ENSG00000283634	hsa-mir-3155b	MIR3155B
ENSG00000265653	hsa-mir-548ak	MIR548AK
ENSG00000263584	hsa-mir-4480	MIR4480
ENSG00000283699	hsa-mir-4481	MIR4481
ENSG00000221331	hsa-mir-548q	MIR548Q
ENSG00000266321	hsa-mir-4293	MIR4293
ENSG00000221371	hsa-mir-1265	MIR1265
ENSG00000207938	hsa-mir-511	MIR511
ENSG00000265372	hsa-mir-4675	MIR4675
ENSG00000222071	hsa-mir-1915	MIR1915
ENSG00000207930	hsa-mir-603	MIR603
ENSG00000275036	hsa-mir-8086	MIR8086
ENSG00000207612	hsa-mir-604	MIR604
ENSG00000216035	hsa-mir-938	MIR938
ENSG00000284277	hsa-mir-7162	MIR7162
ENSG00000266228	hsa-mir-3611	MIR3611
ENSG00000284265	hsa-mir-4683	MIR4683
ENSG00000263795	hsa-mir-5100	MIR5100
ENSG00000263476	hsa-mir-3156-1	MIR3156-1
ENSG00000264800	hsa-mir-4294	MIR4294
ENSG00000207813	hsa-mir-605	MIR605
ENSG00000221594	hsa-mir-548f-1	MIR548F1
ENSG00000264747	hsa-mir-3924	MIR3924
ENSG00000221063	hsa-mir-1296	MIR1296
ENSG00000276866	hsa-mir-7151	MIR7151
ENSG00000274824	hsa-mir-7152	MIR7152
ENSG00000266719	hsa-mir-4676	MIR4676
ENSG00000207583	hsa-mir-606	MIR606
ENSG00000199104	hsa-mir-346	MIR346
ENSG00000283672	hsa-mir-4678	MIR4678
ENSG00000265375	hsa-mir-4679-2	MIR4679-2
ENSG00000283664	hsa-mir-4679-1	MIR4679-1
ENSG00000198997	hsa-mir-107	MIR107
ENSG00000266407	hsa-mir-3157	MIR3157
ENSG00000207976	hsa-mir-607	MIR607
ENSG00000284415	hsa-mir-1287	MIR1287
ENSG00000264610	hsa-mir-4685	MIR4685
ENSG00000274056	hsa-mir-6507	MIR6507
ENSG00000207551	hsa-mir-608	MIR608
ENSG00000283558	hsa-mir-3158-2	MIR3158-2
ENSG00000263436	hsa-mir-3158-1	MIR3158-1
ENSG00000202569	hsa-mir-146b	MIR146B
ENSG00000283867	hsa-mir-1307	MIR1307
ENSG00000283788	hsa-mir-936	MIR936
ENSG00000208033	hsa-mir-609	MIR609
ENSG00000266852	hsa-mir-4482	MIR4482
ENSG00000284482	hsa-mir-4680	MIR4680
ENSG00000221214	hsa-mir-548e	MIR548E
ENSG00000283688	hsa-mir-6715b	MIR6715B
ENSG00000276857	hsa-mir-6715a	MIR6715A
ENSG00000264763	hsa-mir-4295	MIR4295
ENSG00000283656	hsa-mir-4483	MIR4483
ENSG00000284442	hsa-mir-2110	MIR2110
ENSG00000266782	hsa-mir-3663	MIR3663
ENSG00000265719	hsa-mir-4681	MIR4681
ENSG00000265370	hsa-mir-4682	MIR4682
ENSG00000265442	hsa-mir-3941	MIR3941
ENSG00000264572	hsa-mir-4296	MIR4296
ENSG00000265092	hsa-mir-4484	MIR4484
ENSG00000266676	hsa-mir-4297	MIR4297
ENSG00000264803	hsa-mir-378c	MIR378C
ENSG00000284219	hsa-mir-202	MIR202
ENSG00000265395	hsa-mir-3944	MIR3944
ENSG00000266043	hsa-mir-3649	MIR3649
ENSG00000207713	hsa-mir-200c	MIR200C
ENSG00000207708	hsa-mir-141	MIR141
ENSG00000283429	hsa-mir-1244-3	MIR1244-3
ENSG00000283475	hsa-mir-1244-4	MIR1244-4
ENSG00000207983	hsa-mir-613	MIR613
ENSG00000283759	hsa-mir-614	MIR614
ENSG00000283665	hsa-mir-3974	MIR3974
ENSG00000216192	hsa-mir-920	MIR920
ENSG00000283603	hsa-mir-4302	MIR4302
ENSG00000278520	hsa-mir-7851	MIR7851
ENSG00000263838	hsa-mir-4698	MIR4698
ENSG00000264906	hsa-mir-4494	MIR4494
ENSG00000275770	hsa-mir-6505	MIR6505
ENSG00000281842	hsa-mir-1291	MIR1291
ENSG00000264201	hsa-mir-4701	MIR4701
ENSG00000221604	hsa-mir-1293	MIR1293
ENSG00000278108	hsa-mir-6757	MIR6757
