initial_alias	converted_alias	name
ENSG00000207924	hsa-mir-196a-2	MIR196A2
ENSG00000207571	hsa-mir-615	MIR615
ENSG00000283803	hsa-mir-3198-2	MIR3198-2
ENSG00000199122	hsa-mir-148b	MIR148B
ENSG00000221365	hsa-mir-1228	MIR1228
ENSG00000284152	hsa-mir-6758	MIR6758
ENSG00000208028	hsa-mir-616	MIR616
ENSG00000283621	hsa-mir-6759	MIR6759
ENSG00000207789	hsa-mir-26a-2	MIR26A2
ENSG00000284360	hsa-mir-6125	MIR6125
ENSG00000199179	hsa-let-7i	MIRLET7I
ENSG00000266016	hsa-mir-548z	MIR548Z
ENSG00000207546	hsa-mir-548c	MIR548C
ENSG00000276878	hsa-mir-6074	MIR6074
ENSG00000284011	hsa-mir-6502	MIR6502
ENSG00000283476	hsa-mir-1279	MIR1279
ENSG00000264405	hsa-mir-3913-1	MIR3913-1
ENSG00000283677	hsa-mir-3913-2	MIR3913-2
ENSG00000221788	hsa-mir-1252	MIR1252
ENSG00000207763	hsa-mir-617	MIR617
ENSG00000208022	hsa-mir-618	MIR618
ENSG00000265227	hsa-mir-4699	MIR4699
ENSG00000266099	hsa-mir-5700	MIR5700
ENSG00000283818	hsa-mir-7844	MIR7844
ENSG00000283998	hsa-mir-492	MIR492
ENSG00000199172	hsa-mir-331	MIR331
ENSG00000265917	hsa-mir-3685	MIR3685
ENSG00000221479	hsa-mir-1251	MIR1251
ENSG00000207586	hsa-mir-135a-2	MIR135A2
ENSG00000265861	hsa-mir-4495	MIR4495
ENSG00000263890	hsa-mir-4303	MIR4303
ENSG00000221476	hsa-mir-1827	MIR1827
ENSG00000284503	hsa-mir-3652	MIR3652
ENSG00000264295	hsa-mir-3922	MIR3922
ENSG00000284388	hsa-mir-4496	MIR4496
ENSG00000207622	hsa-mir-619	MIR619
ENSG00000263510	hsa-mir-4497	MIR4497
ENSG00000273700	hsa-mir-6760	MIR6760
ENSG00000274697	hsa-mir-6761	MIR6761
ENSG00000266370	hsa-mir-3657	MIR3657
ENSG00000283793	hsa-mir-6861	MIR6861
ENSG00000283507	hsa-mir-1302-1	MIR1302-1
ENSG00000276908	hsa-mir-7106	MIR7106
ENSG00000274822	hsa-mir-6762	MIR6762
ENSG00000207967	hsa-mir-620	MIR620
ENSG00000264037	hsa-mir-4472-2	MIR4472-2
ENSG00000283768	hsa-mir-1178	MIR1178
ENSG00000266704	hsa-mir-4498	MIR4498
ENSG00000284143	hsa-mir-4700	MIR4700
ENSG00000284402	hsa-mir-7107	MIR7107
ENSG00000265526	hsa-mir-4304	MIR4304
ENSG00000284425	hsa-mir-8072	MIR8072
ENSG00000266655	hsa-mir-3908	MIR3908
ENSG00000275967	hsa-mir-6880	MIR6880
ENSG00000265345	hsa-mir-5188	MIR5188
ENSG00000265635	hsa-mir-3612	MIR3612
ENSG00000277052	hsa-mir-6763	MIR6763
ENSG00000263978	hsa-mir-4499	MIR4499
ENSG00000252695	hsa-mir-2276	MIR2276
ENSG00000264171	hsa-mir-4305	MIR4305
ENSG00000207652	hsa-mir-621	MIR621
ENSG00000264226	hsa-mir-3168	MIR3168
ENSG00000284584	hsa-mir-5006	MIR5006
ENSG00000276319	hsa-mir-8079	MIR8079
ENSG00000264864	hsa-mir-3613	MIR3613
ENSG00000208006	hsa-mir-16-1	MIR16-1
ENSG00000283785	hsa-mir-15a	MIR15A
ENSG00000266072	hsa-mir-5693	MIR5693
ENSG00000266611	hsa-mir-4703	MIR4703
ENSG00000211579	hsa-mir-759	MIR759
ENSG00000283126	hsa-mir-1297	MIR1297
ENSG00000264387	hsa-mir-5007	MIR5007
ENSG00000266663	hsa-mir-3169	MIR3169
ENSG00000263581	hsa-mir-548x-2	MIR548X2
ENSG00000263561	hsa-mir-4704	MIR4704
ENSG00000266325	hsa-mir-3665	MIR3665
ENSG00000266052	hsa-mir-4500	MIR4500
ENSG00000283783	hsa-mir-622	MIR622
ENSG00000284536	hsa-mir-17	MIR17
ENSG00000283815	hsa-mir-18a	MIR18A
ENSG00000284204	hsa-mir-19a	MIR19A
ENSG00000283762	hsa-mir-20a	MIR20A
ENSG00000284375	hsa-mir-19b-1	MIR19B1
ENSG00000283705	hsa-mir-92a-1	MIR92A1
ENSG00000263741	hsa-mir-548as	MIR548AS
ENSG00000283487	hsa-mir-4501	MIR4501
ENSG00000263399	hsa-mir-3170	MIR3170
ENSG00000207719	hsa-mir-623	MIR623
ENSG00000263615	hsa-mir-4306	MIR4306
ENSG00000265164	hsa-mir-2681	MIR2681
ENSG00000264482	hsa-mir-4705	MIR4705
ENSG00000221650	hsa-mir-1267	MIR1267
ENSG00000276765	hsa-mir-8073	MIR8073
ENSG00000277942	hsa-mir-8075	MIR8075
ENSG00000264539	hsa-mir-548ar	MIR548AR
ENSG00000265450	hsa-mir-4502	MIR4502
ENSG00000284122	hsa-mir-6717	MIR6717
ENSG00000284118	hsa-mir-4707	MIR4707
ENSG00000199157	hsa-mir-208a	MIR208A
ENSG00000215991	hsa-mir-208b	MIR208B
ENSG00000283856	hsa-mir-7703	MIR7703
ENSG00000265165	hsa-mir-4307	MIR4307
ENSG00000264657	hsa-mir-3171	MIR3171
ENSG00000207952	hsa-mir-624	MIR624
ENSG00000266327	hsa-mir-4503	MIR4503
ENSG00000263945	hsa-mir-548y	MIR548Y
ENSG00000278038	hsa-mir-6076	MIR6076
ENSG00000264712	hsa-mir-4504	MIR4504
ENSG00000266431	hsa-mir-5580	MIR5580
ENSG00000265432	hsa-mir-4308	MIR4308
ENSG00000263629	hsa-mir-5586	MIR5586
ENSG00000221537	hsa-mir-548h-1	MIR548H1
ENSG00000284269	hsa-mir-7855	MIR7855
ENSG00000266531	hsa-mir-4706	MIR4706
ENSG00000266740	hsa-mir-4708	MIR4708
ENSG00000207781	hsa-mir-625	MIR625
ENSG00000265993	hsa-mir-5694	MIR5694
ENSG00000273830	hsa-mir-7843	MIR7843
ENSG00000264741	hsa-mir-4505	MIR4505
ENSG00000283944	hsa-mir-4709	MIR4709
ENSG00000221754	hsa-mir-1260a	MIR1260A
ENSG00000265768	hsa-mir-4506	MIR4506
ENSG00000264607	hsa-mir-3173	MIR3173
ENSG00000265154	hsa-mir-151b	MIR151B
ENSG00000199082	hsa-mir-342	MIR342
ENSG00000283840	hsa-mir-6764	MIR6764
ENSG00000198984	hsa-mir-345	MIR345
ENSG00000266461	hsa-mir-2392	MIR2392
ENSG00000211574	hsa-mir-770	MIR770
ENSG00000207989	hsa-mir-493	MIR493
ENSG00000199151	hsa-mir-337	MIR337
ENSG00000283159	hsa-mir-665	MIR665
ENSG00000208001	hsa-mir-431	MIR431
ENSG00000207569	hsa-mir-433	MIR433
ENSG00000207608	hsa-mir-127	MIR127
ENSG00000272458	hsa-mir-432	MIR432
ENSG00000207942	hsa-mir-136	MIR136
ENSG00000199005	hsa-mir-370	MIR370
ENSG00000199088	hsa-mir-379	MIR379
ENSG00000199109	hsa-mir-411	MIR411
ENSG00000207749	hsa-mir-299	MIR299
ENSG00000198982	hsa-mir-380	MIR380
ENSG00000221745	hsa-mir-1197	MIR1197
ENSG00000199069	hsa-mir-323a	MIR323A
ENSG00000211582	hsa-mir-758	MIR758
ENSG00000207761	hsa-mir-329-1	MIR329-1
ENSG00000207762	hsa-mir-329-2	MIR329-2
ENSG00000194717	hsa-mir-494	MIR494
ENSG00000221036	hsa-mir-1193	MIR1193
ENSG00000212040	hsa-mir-543	MIR543
ENSG00000207743	hsa-mir-495	MIR495
ENSG00000283279	hsa-mir-376c	MIR376C
ENSG00000283561	hsa-mir-376a-2	MIR376A2
ENSG00000207934	hsa-mir-654	MIR654
ENSG00000283556	hsa-mir-376b	MIR376B
ENSG00000283588	hsa-mir-376a-1	MIR376A1
ENSG00000215957	hsa-mir-300	MIR300
ENSG00000221525	hsa-mir-1185-1	MIR1185-1
ENSG00000221614	hsa-mir-1185-2	MIR1185-2
ENSG00000199020	hsa-mir-381	MIR381
ENSG00000207754	hsa-mir-487b	MIR487B
ENSG00000202560	hsa-mir-539	MIR539
ENSG00000216099	hsa-mir-889	MIR889
ENSG00000207587	hsa-mir-544a	MIR544A
ENSG00000207646	hsa-mir-655	MIR655
ENSG00000207742	hsa-mir-487a	MIR487A
ENSG00000283170	hsa-mir-382	MIR382
ENSG00000207993	hsa-mir-134	MIR134
ENSG00000276352	hsa-mir-668	MIR668
ENSG00000208027	hsa-mir-485	MIR485
ENSG00000208004	hsa-mir-323b	MIR323B
ENSG00000207978	hsa-mir-154	MIR154
ENSG00000207961	hsa-mir-496	MIR496
ENSG00000199015	hsa-mir-377	MIR377
ENSG00000216179	hsa-mir-541	MIR541
ENSG00000199107	hsa-mir-409	MIR409
ENSG00000199012	hsa-mir-412	MIR412
ENSG00000199025	hsa-mir-369	MIR369
ENSG00000199092	hsa-mir-410	MIR410
ENSG00000207959	hsa-mir-656	MIR656
ENSG00000283857	hsa-mir-1247	MIR1247
ENSG00000266015	hsa-mir-4309	MIR4309
ENSG00000207568	hsa-mir-203a	MIR203A
ENSG00000283165	hsa-mir-203b	MIR203B
ENSG00000265291	hsa-mir-4710	MIR4710
ENSG00000273778	hsa-mir-6765	MIR6765
ENSG00000274172	hsa-mir-8071-1	MIR8071-1
ENSG00000277030	hsa-mir-8071-2	MIR8071-2
ENSG00000265612	hsa-mir-4539	MIR4539
ENSG00000264024	hsa-mir-4507	MIR4507
ENSG00000263413	hsa-mir-4538	MIR4538
ENSG00000264781	hsa-mir-4537	MIR4537
ENSG00000265929	hsa-mir-5195	MIR5195
ENSG00000265322	hsa-mir-3118-2	MIR3118-2
ENSG00000266545	hsa-mir-5701-1	MIR5701-1
ENSG00000277243	hsa-mir-3118-3	MIR3118-3
ENSG00000277841	hsa-mir-5701-2	MIR5701-2
ENSG00000265793	hsa-mir-3118-4	MIR3118-4
ENSG00000264902	hsa-mir-5701-3	MIR5701-3
ENSG00000221641	hsa-mir-1268a	MIR1268A
ENSG00000276941	hsa-mir-4509-1	MIR4509-1
ENSG00000265673	hsa-mir-4508	MIR4508
ENSG00000266517	hsa-mir-4715	MIR4715
ENSG00000266039	hsa-mir-4509-2	MIR4509-2
ENSG00000263964	hsa-mir-4509-3	MIR4509-3
ENSG00000207702	hsa-mir-211	MIR211
ENSG00000221649	hsa-mir-1233-1	MIR1233-1
ENSG00000221065	hsa-mir-1233-2	MIR1233-2
ENSG00000265102	hsa-mir-3942	MIR3942
ENSG00000265098	hsa-mir-4510	MIR4510
ENSG00000277202	hsa-mir-8063	MIR8063
ENSG00000207766	hsa-mir-626	MIR626
ENSG00000264850	hsa-mir-4310	MIR4310
ENSG00000207712	hsa-mir-627	MIR627
ENSG00000221792	hsa-mir-1282	MIR1282
ENSG00000284386	hsa-mir-147b	MIR147B
ENSG00000264210	hsa-mir-4716	MIR4716
ENSG00000284284	hsa-mir-4712	MIR4712
ENSG00000266593	hsa-mir-4713	MIR4713
ENSG00000283614	hsa-mir-7973-2	MIR7973-2
ENSG00000278098	hsa-mir-7973-1	MIR7973-1
ENSG00000221052	hsa-mir-1266	MIR1266
ENSG00000283891	hsa-mir-628	MIR628
ENSG00000253030	hsa-mir-2116	MIR2116
ENSG00000277919	hsa-mir-8067	MIR8067
ENSG00000275451	hsa-mir-6085	MIR6085
ENSG00000211137	hsa-mir-190a	MIR190A
ENSG00000199156	hsa-mir-422a	MIR422A
ENSG00000221033	hsa-mir-1272	MIR1272
ENSG00000264737	hsa-mir-4511	MIR4511
ENSG00000263512	hsa-mir-4311	MIR4311
ENSG00000266589	hsa-mir-4512	MIR4512
ENSG00000265195	hsa-mir-4312	MIR4312
ENSG00000207965	hsa-mir-629	MIR629
ENSG00000283798	hsa-mir-630	MIR630
ENSG00000277391	hsa-mir-6881	MIR6881
ENSG00000264386	hsa-mir-4513	MIR4513
ENSG00000275411	hsa-mir-6882	MIR6882
ENSG00000284343	hsa-mir-631	MIR631
ENSG00000284385	hsa-mir-4313	MIR4313
ENSG00000266449	hsa-mir-3713	MIR3713
ENSG00000207695	hsa-mir-184	MIR184
ENSG00000284059	hsa-mir-5572	MIR5572
ENSG00000208003	hsa-mir-549a	MIR549A
ENSG00000265855	hsa-mir-4514	MIR4514
ENSG00000263643	hsa-mir-4515	MIR4515
ENSG00000284160	hsa-mir-7706	MIR7706
ENSG00000221634	hsa-mir-1276	MIR1276
ENSG00000264406	hsa-mir-548ap	MIR548AP
ENSG00000221630	hsa-mir-1179	MIR1179
ENSG00000207703	hsa-mir-7-2	MIR7-2
ENSG00000283484	hsa-mir-3529	MIR3529
ENSG00000275101	hsa-mir-6766	MIR6766
ENSG00000284329	hsa-mir-9-3	MIR9-3
ENSG00000264966	hsa-mir-5094	MIR5094
ENSG00000264796	hsa-mir-5009	MIR5009
ENSG00000265871	hsa-mir-3174	MIR3174
ENSG00000284324	hsa-mir-3175	MIR3175
ENSG00000283888	hsa-mir-1469	MIR1469
ENSG00000264480	hsa-mir-4714	MIR4714
ENSG00000284557	hsa-mir-1302-10	MIR1302-10
ENSG00000275449	hsa-mir-6859-3	MIR6859-3
ENSG00000278739	hsa-mir-6859-4	MIR6859-4
ENSG00000266124	hsa-mir-5587	MIR5587
ENSG00000266235	hsa-mir-3176	MIR3176
ENSG00000207579	hsa-mir-662	MIR662
ENSG00000265820	hsa-mir-3177	MIR3177
ENSG00000221656	hsa-mir-1225	MIR1225
ENSG00000284008	hsa-mir-6511b-1	MIR6511B1
ENSG00000265867	hsa-mir-4516	MIR4516
ENSG00000264397	hsa-mir-3180-5	MIR3180-5
ENSG00000266643	hsa-mir-3677	MIR3677
ENSG00000284346	hsa-mir-940	MIR940
ENSG00000264004	hsa-mir-4717	MIR4717
ENSG00000283180	hsa-mir-6767	MIR6767
ENSG00000274805	hsa-mir-6768	MIR6768
ENSG00000266232	hsa-mir-3178	MIR3178
ENSG00000273776	hsa-mir-6126	MIR6126
ENSG00000276641	hsa-mir-6769a	MIR6769A
ENSG00000273648	hsa-mir-8065	MIR8065
ENSG00000221801	hsa-mir-548h-2	MIR548H2
ENSG00000264733	hsa-mir-4718	MIR4718
ENSG00000207639	hsa-mir-193b	MIR193B
ENSG00000199130	hsa-mir-365a	MIR365A
ENSG00000284305	hsa-mir-3179-1	MIR3179-1
ENSG00000263918	hsa-mir-3670-1	MIR3670-1
ENSG00000265537	hsa-mir-3180-1	MIR3180-1
ENSG00000275259	hsa-mir-6511a-1	MIR6511A1
ENSG00000278265	hsa-mir-6770-1	MIR6770-1
ENSG00000238728	hsa-mir-1972-1	MIR1972-1
ENSG00000283346	hsa-mir-6511b-2	MIR6511B2
ENSG00000264115	hsa-mir-3180-4	MIR3180-4
ENSG00000284184	hsa-mir-6506	MIR6506
ENSG00000283736	hsa-mir-484	MIR484
ENSG00000257381	hsa-mir-3179-2	MIR3179-2
ENSG00000264722	hsa-mir-3670-2	MIR3670-2
ENSG00000265373	hsa-mir-3180-2	MIR3180-2
ENSG00000278221	hsa-mir-6511a-2	MIR6511A2
ENSG00000277698	hsa-mir-6770-2	MIR6770-2
ENSG00000276311	hsa-mir-6511a-3	MIR6511A3
ENSG00000273613	hsa-mir-6511a-4	MIR6511A4
ENSG00000275391	hsa-mir-6770-3	MIR6770-3
ENSG00000266291	hsa-mir-3180-3	MIR3180-3
ENSG00000265776	hsa-mir-3670-3	MIR3670-3
ENSG00000266454	hsa-mir-3179-3	MIR3179-3
ENSG00000274025	hsa-mir-3670-4	MIR3670-4
ENSG00000277014	hsa-mir-3179-4	MIR3179-4
ENSG00000265462	hsa-mir-3680-1	MIR3680-1
ENSG00000274466	hsa-mir-1273h	MIR1273H
ENSG00000265005	hsa-mir-548w	MIR548W
ENSG00000275429	hsa-mir-6862-1	MIR6862-1
ENSG00000278340	hsa-mir-6862-2	MIR6862-2
ENSG00000283845	hsa-mir-4721	MIR4721
ENSG00000284541	hsa-mir-4517	MIR4517
ENSG00000266758	hsa-mir-3680-2	MIR3680-2
ENSG00000266305	hsa-mir-4518	MIR4518
ENSG00000265991	hsa-mir-4519	MIR4519
ENSG00000211591	hsa-mir-762	MIR762
ENSG00000274969	hsa-mir-6771	MIR6771
ENSG00000264947	hsa-mir-3181	MIR3181
ENSG00000265281	hsa-mir-3935	MIR3935
ENSG00000207649	hsa-mir-138-2	MIR138-2
ENSG00000283471	hsa-mir-6863	MIR6863
ENSG00000274816	hsa-mir-6772	MIR6772
ENSG00000207948	hsa-mir-328	MIR328
ENSG00000284259	hsa-mir-6773	MIR6773
ENSG00000223109	hsa-mir-1538	MIR1538
ENSG00000208017	hsa-mir-140	MIR140
ENSG00000239118	hsa-mir-1972-2	MIR1972-2
ENSG00000266426	hsa-mir-4719	MIR4719
ENSG00000284473	hsa-mir-4720	MIR4720
ENSG00000277255	hsa-mir-7854	MIR7854
ENSG00000275109	hsa-mir-6504	MIR6504
ENSG00000277387	hsa-mir-8058	MIR8058
ENSG00000263785	hsa-mir-3182	MIR3182
ENSG00000266307	hsa-mir-5093	MIR5093
ENSG00000283416	hsa-mir-1910	MIR1910
ENSG00000274134	hsa-mir-6774	MIR6774
ENSG00000278598	hsa-mir-6775	MIR6775
ENSG00000263456	hsa-mir-5189	MIR5189
ENSG00000284585	hsa-mir-4722	MIR4722
ENSG00000264429	hsa-mir-3183	MIR3183
ENSG00000283824	hsa-mir-22	MIR22
ENSG00000267200	hsa-mir-132	MIR132
ENSG00000267195	hsa-mir-212	MIR212
ENSG00000273606	hsa-mir-6776	MIR6776
ENSG00000221200	hsa-mir-1253	MIR1253
ENSG00000274300	hsa-mir-6864	MIR6864
ENSG00000278517	hsa-mir-6865	MIR6865
ENSG00000264468	hsa-mir-4520-1	MIR4520-1
ENSG00000283301	hsa-mir-4520-2	MIR4520-2
ENSG00000284112	hsa-mir-195	MIR195
ENSG00000284027	hsa-mir-497	MIR497
ENSG00000199053	hsa-mir-324	MIR324
ENSG00000264005	hsa-mir-4314	MIR4314
ENSG00000284117	hsa-mir-6883	MIR6883
ENSG00000283160	hsa-mir-4521	MIR4521
ENSG00000266297	hsa-mir-744	MIR744
ENSG00000265503	hsa-mir-1269b	MIR1269B
ENSG00000221698	hsa-mir-548h-3	MIR548H3
ENSG00000265110	hsa-mir-4731	MIR4731
ENSG00000221355	hsa-mir-1288	MIR1288
ENSG00000274111	hsa-mir-6777	MIR6777
ENSG00000207839	hsa-mir-33b	MIR33B
ENSG00000283772	hsa-mir-6778	MIR6778
ENSG00000221540	hsa-mir-1180	MIR1180
ENSG00000263583	hsa-mir-4522	MIR4522
ENSG00000284532	hsa-mir-4723	MIR4723
ENSG00000284565	hsa-mir-451a	MIR451A
ENSG00000283364	hsa-mir-451b	MIR451B
ENSG00000283819	hsa-mir-144	MIR144
ENSG00000284085	hsa-mir-4732	MIR4732
ENSG00000284162	hsa-mir-4523	MIR4523
ENSG00000283935	hsa-mir-423	MIR423
ENSG00000284399	hsa-mir-3184	MIR3184
ENSG00000265444	hsa-mir-4733	MIR4733
ENSG00000284424	hsa-mir-4724	MIR4724
ENSG00000207614	hsa-mir-193a	MIR193A
ENSG00000265976	hsa-mir-4725	MIR4725
ENSG00000283978	hsa-mir-365b	MIR365B
ENSG00000283774	hsa-mir-632	MIR632
ENSG00000276326	hsa-mir-2909	MIR2909
ENSG00000274620	hsa-mir-378j	MIR378J
ENSG00000275238	hsa-mir-4734	MIR4734
ENSG00000273627	hsa-mir-4726	MIR4726
ENSG00000274054	hsa-mir-4727	MIR4727
ENSG00000277057	hsa-mir-6779	MIR6779
ENSG00000265178	hsa-mir-4728	MIR4728
ENSG00000283721	hsa-mir-6884	MIR6884
ENSG00000284144	hsa-mir-6866	MIR6866
ENSG00000274621	hsa-mir-6867	MIR6867
ENSG00000283796	hsa-mir-6510	MIR6510
ENSG00000264314	hsa-mir-548at	MIR548AT
ENSG00000283929	hsa-mir-5010	MIR5010
ENSG00000275273	hsa-mir-6780a	MIR6780A
ENSG00000278447	hsa-mir-6781	MIR6781
ENSG00000284344	hsa-mir-2117	MIR2117
ENSG00000275107	hsa-mir-6782	MIR6782
ENSG00000278223	hsa-mir-6783	MIR6783
ENSG00000277249	hsa-mir-6784	MIR6784
ENSG00000284055	hsa-mir-4315-1	MIR4315-1
ENSG00000264999	hsa-mir-5089	MIR5089
ENSG00000207947	hsa-mir-152	MIR152
ENSG00000221739	hsa-mir-1203	MIR1203
ENSG00000284038	hsa-mir-10a	MIR10A
ENSG00000210741	hsa-mir-196a-1	MIR196A1
ENSG00000263602	hsa-mir-3185	MIR3185
ENSG00000273500	hsa-mir-6129	MIR6129
ENSG00000277478	hsa-mir-6165	MIR6165
ENSG00000278672	hsa-mir-8059	MIR8059
ENSG00000284542	hsa-mir-3614	MIR3614
ENSG00000284353	hsa-mir-142	MIR142
ENSG00000264399	hsa-mir-4736	MIR4736
ENSG00000211514	hsa-mir-454	MIR454
ENSG00000207996	hsa-mir-301a	MIR301A
ENSG00000263857	hsa-mir-4729	MIR4729
ENSG00000284190	hsa-mir-21	MIR21
ENSG00000264049	hsa-mir-4737	MIR4737
ENSG00000207552	hsa-mir-633	MIR633
ENSG00000284564	hsa-mir-3064	MIR3064
ENSG00000284368	hsa-mir-5047	MIR5047
ENSG00000278581	hsa-mir-6080	MIR6080
ENSG00000284172	hsa-mir-4315-2	MIR4315-2
ENSG00000207943	hsa-mir-634	MIR634
ENSG00000207688	hsa-mir-548aa-2	MIR548AA2
ENSG00000263690	hsa-mir-548d-2	MIR548D2
ENSG00000207561	hsa-mir-635	MIR635
ENSG00000265331	hsa-mir-4524b	MIR4524B
ENSG00000283385	hsa-mir-4524a	MIR4524A
ENSG00000284186	hsa-mir-3615	MIR3615
ENSG00000264511	hsa-mir-3678	MIR3678
ENSG00000284595	hsa-mir-6785	MIR6785
ENSG00000283853	hsa-mir-4738	MIR4738
ENSG00000275360	hsa-mir-6868	MIR6868
ENSG00000283805	hsa-mir-636	MIR636
ENSG00000284250	hsa-mir-6516	MIR6516
ENSG00000264060	hsa-mir-4316	MIR4316
ENSG00000266665	hsa-mir-4739	MIR4739
ENSG00000265561	hsa-mir-1268b	MIR1268B
ENSG00000264961	hsa-mir-4730	MIR4730
ENSG00000207736	hsa-mir-657	MIR657
ENSG00000211563	hsa-mir-3065	MIR3065
ENSG00000283604	hsa-mir-338	MIR338
ENSG00000221025	hsa-mir-1250	MIR1250
ENSG00000266392	hsa-mir-4740	MIR4740
ENSG00000266189	hsa-mir-3186	MIR3186
ENSG00000277784	hsa-mir-6786	MIR6786
ENSG00000284574	hsa-mir-6787	MIR6787
ENSG00000266107	hsa-mir-4525	MIR4525
ENSG00000277521	hsa-mir-8078	MIR8078
ENSG00000275518	hsa-mir-6718	MIR6718
ENSG00000272380	hsa-mir-3976	MIR3976
ENSG00000283532	hsa-mir-4317	MIR4317
ENSG00000274838	hsa-mir-6788	MIR6788
ENSG00000283492	hsa-mir-7153	MIR7153
ENSG00000266146	hsa-mir-5190	MIR5190
ENSG00000263527	hsa-mir-4526	MIR4526
ENSG00000265499	hsa-mir-3156-2	MIR3156-2
ENSG00000283927	hsa-mir-133a-1	MIR133A1
ENSG00000284453	hsa-mir-1-2	MIR1-2
ENSG00000284331	hsa-mir-4741	MIR4741
ENSG00000276221	hsa-mir-8057	MIR8057
ENSG00000283218	hsa-mir-302f	MIR302F
ENSG00000283514	hsa-mir-3975	MIR3975
ENSG00000207797	hsa-mir-187	MIR187
ENSG00000265641	hsa-mir-3929	MIR3929
ENSG00000266530	hsa-mir-4318	MIR4318
ENSG00000283615	hsa-mir-924	MIR924
ENSG00000283645	hsa-mir-5583-2	MIR5583-2
ENSG00000266148	hsa-mir-5583-1	MIR5583-1
ENSG00000265957	hsa-mir-4319	MIR4319
ENSG00000266582	hsa-mir-4527	MIR4527
ENSG00000266276	hsa-mir-4743	MIR4743
ENSG00000263849	hsa-mir-4744	MIR4744
ENSG00000284239	hsa-mir-1539	MIR1539
ENSG00000283343	hsa-mir-4320	MIR4320
ENSG00000263872	hsa-mir-4528	MIR4528
ENSG00000264571	hsa-mir-4529	MIR4529
ENSG00000284440	hsa-mir-122	MIR122
ENSG00000207778	hsa-mir-122b	MIR3591
ENSG00000263354	hsa-mir-5011	MIR5011
ENSG00000263750	hsa-mir-548av	MIR548AV
ENSG00000284436	hsa-mir-6869	MIR6869
ENSG00000284481	hsa-mir-1292	MIR1292
ENSG00000199024	hsa-mir-103a-2	MIR103A2
ENSG00000283320	hsa-mir-103b-2	MIR103B2
ENSG00000278159	hsa-mir-8062	MIR8062
ENSG00000273745	hsa-mir-6870	MIR6870
ENSG00000265137	hsa-mir-3192	MIR3192
ENSG00000284419	hsa-mir-663a	MIR663A
ENSG00000264395	hsa-mir-3193	MIR3193
ENSG00000284125	hsa-mir-1825	MIR1825
ENSG00000264616	hsa-mir-4755	MIR4755
ENSG00000207997	hsa-mir-644a	MIR644A
ENSG00000207635	hsa-mir-499a	MIR499A
ENSG00000283441	hsa-mir-499b	MIR499B
ENSG00000221763	hsa-mir-1289-1	MIR1289-1
ENSG00000275453	hsa-mir-548o-2	MIR548O2
ENSG00000276169	hsa-mir-6871	MIR6871
ENSG00000266151	hsa-mir-3646	MIR3646
ENSG00000273555	hsa-mir-6812	MIR6812
ENSG00000266071	hsa-mir-3617	MIR3617
ENSG00000264901	hsa-mir-3616	MIR3616
ENSG00000208018	hsa-mir-645	MIR645
ENSG00000221091	hsa-mir-1302-5	MIR1302-5
ENSG00000266761	hsa-mir-3194	MIR3194
ENSG00000265595	hsa-mir-4756	MIR4756
ENSG00000266666	hsa-mir-4325	MIR4325
ENSG00000284040	hsa-mir-296	MIR296
ENSG00000216031	hsa-mir-298	MIR298
ENSG00000207802	hsa-mir-646	MIR646
ENSG00000266140	hsa-mir-4533	MIR4533
ENSG00000265617	hsa-mir-548ag-2	MIR548AG2
ENSG00000284193	hsa-mir-1257	MIR1257
ENSG00000265306	hsa-mir-3195	MIR3195
ENSG00000284074	hsa-mir-4758	MIR4758
ENSG00000199017	hsa-mir-1-1	MIR1-1
ENSG00000284508	hsa-mir-133a-2	MIR133A2
ENSG00000207598	hsa-mir-124-3	MIR124-3
ENSG00000266463	hsa-mir-3196	MIR3196
ENSG00000266104	hsa-mir-4326	MIR4326
ENSG00000283206	hsa-mir-941-1	MIR941-1
ENSG00000216141	hsa-mir-941-2	MIR941-2
ENSG00000283513	hsa-mir-941-3	MIR941-3
ENSG00000216195	hsa-mir-941-4	MIR941-4
ENSG00000275842	hsa-mir-941-5	MIR941-5
ENSG00000284433	hsa-mir-1914	MIR1914
ENSG00000207554	hsa-mir-647	MIR647
ENSG00000274034	hsa-mir-6813	MIR6813
ENSG00000283801	hsa-mir-1302-11	MIR1302-11
ENSG00000284361	hsa-mir-4745	MIR4745
ENSG00000263414	hsa-mir-3187	MIR3187
ENSG00000284216	hsa-mir-1909	MIR1909
ENSG00000221411	hsa-mir-1227	MIR1227
ENSG00000284129	hsa-mir-6789	MIR6789
ENSG00000284272	hsa-mir-4321	MIR4321
ENSG00000283728	hsa-mir-7108	MIR7108
ENSG00000277904	hsa-mir-7850	MIR7850
ENSG00000283928	hsa-mir-637	MIR637
ENSG00000266437	hsa-mir-4746	MIR4746
ENSG00000207630	hsa-mir-7-3	MIR7-3
ENSG00000263409	hsa-mir-4747	MIR4747
ENSG00000274390	hsa-mir-6885	MIR6885
ENSG00000273758	hsa-mir-6790	MIR6790
ENSG00000284159	hsa-mir-3940	MIR3940
ENSG00000283950	hsa-mir-6791	MIR6791
ENSG00000273657	hsa-mir-6792	MIR6792
ENSG00000265390	hsa-mir-4999	MIR4999
ENSG00000266204	hsa-mir-5589	MIR5589
ENSG00000264266	hsa-mir-4322	MIR4322
ENSG00000284268	hsa-mir-1181	MIR1181
ENSG00000221410	hsa-mir-1238	MIR1238
